source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[treatment]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
hypothalamus_heavy_fast_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fasting	tissue	6	run_11	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_6heavyfast_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_heavy_fast_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fasting	tissue	6	run_12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_6heavyfast_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_heavy_fed_bird1	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	1	run_13	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_1heavyfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird1	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	1	run_14	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_1heavyfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird2	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	2	run_15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_2heavyfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird2	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	2	run_16	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_2heavyfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird3	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	3	run_17	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_3heavyfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird3	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	3	run_18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_3heavyfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird4	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	4	run_19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_4heavyfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird4	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	4	run_20	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_4heavyfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird5	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	5	run_21	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_5heavyfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird5	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	5	run_22	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_5heavyfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	6	run_23	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_6heavyfed_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_heavy_fed_bird6	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	high body weight selected line (HWS)	fed	tissue	6	run_24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_6heavyfed_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fed
hypothalamus_light_fast_bird1	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	1	run_25	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_1lightfast_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird1	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	1	run_26	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_1lightfast_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird2	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	2	run_27	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_2lightfast_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird2	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	2	run_28	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_2lightfast_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird3	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	3	run_29	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_3lightfast_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird3	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	3	run_30	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_3lightfast_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird4	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	4	run_31	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_4lightfast_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird4	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	4	run_32	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	2	141113_4lightfast_B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
hypothalamus_light_fast_bird5	NT=Gallus gallus;AC=NCBITaxon:9031	NT=hypothalamus;AC=UBERON:0001898	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	low body weight selected line (LWS)	fasting	tissue	5	run_33	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Synapt G2-S HDMS;AC=MS:1001779	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	141113_5lightfast_A.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	fasting
