source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[individual]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[sampling time]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Subject10_Capsule_Type1_1758	Homo sapiens	small intestine	not applicable	1	normal	10	adult	not available	not available	not available	43 hour	20210607_EXPL0_PeTr_SA_T760_1758	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210607_EXPL0_PeTr_SA_T760_1758.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject10_Capsule_Type2_1759	Homo sapiens	small intestine	not applicable	1	normal	10	adult	not available	not available	not available	43 hour	20210612_EXPL0_PeTr_SA_T760_1759	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210612_EXPL0_PeTr_SA_T760_1759.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject10_Capsule_Type3_1760	Homo sapiens	small intestine	not applicable	1	normal	10	adult	not available	not available	not available	43 hour	20210612_EXPL0_PeTr_SA_T760_1760	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210612_EXPL0_PeTr_SA_T760_1760.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject10_Capsule_Type4_1761	Homo sapiens	ascending colon	not applicable	1	normal	10	adult	not available	not available	not available	43 hour	20210612_EXPL0_PeTr_SA_T760_1761	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210612_EXPL0_PeTr_SA_T760_1761.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	ascending colon
Subject10_Capsule_Type1_1762	Homo sapiens	small intestine	not applicable	1	normal	10	adult	not available	not available	not available	34 hour	20210530_EXPL0_PeTr_SA_T760_1762	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210530_EXPL0_PeTr_SA_T760_1762.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject10_Capsule_Type2_1763	Homo sapiens	small intestine	not applicable	1	normal	10	adult	not available	not available	not available	34 hour	20210531_EXPL0_PeTr_SA_T760_1763	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210531_EXPL0_PeTr_SA_T760_1763.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject10_Capsule_Type3_1764	Homo sapiens	small intestine	not applicable	1	normal	10	adult	not available	not available	not available	34 hour	20210526_EXPL0_PeTr_SA_T760_1764	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210526_EXPL0_PeTr_SA_T760_1764.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject10_Capsule_Type4_1765	Homo sapiens	ascending colon	not applicable	1	normal	10	adult	not available	not available	not available	34 hour	20210529_EXPL0_PeTr_SA_T760_1765	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210529_EXPL0_PeTr_SA_T760_1765.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	ascending colon
Subject10_Capsule_Type4_1765	Homo sapiens	ascending colon	not applicable	1	normal	10	adult	not available	not available	not available	34 hour	20210602_EXPL0_PeTr_SA_T760_1765	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	2	20210602_EXPL0_PeTr_SA_T760_1765.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	ascending colon
Subject12_Capsule_Type2_1766	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	32 hour	20210606_EXPL0_PeTr_SA_T760_1766	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210606_EXPL0_PeTr_SA_T760_1766.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type1_1767	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	17 hour	20210529_EXPL0_PeTr_SA_T760_1767	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210529_EXPL0_PeTr_SA_T760_1767.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type1_1767	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	17 hour	20210606_EXPL0_PeTr_SA_T760_1767	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	2	20210606_EXPL0_PeTr_SA_T760_1767.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type2_1768	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	42 hour	20210526_EXPL0_PeTr_SA_T760_1768	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210526_EXPL0_PeTr_SA_T760_1768.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type2_1768	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	42 hour	20210607_EXPL0_PeTr_SA_T760_1768	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	2	20210607_EXPL0_PeTr_SA_T760_1768.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type3_1769	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	42 hour	20210607_EXPL0_PeTr_SA_T760_1769	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210607_EXPL0_PeTr_SA_T760_1769.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type1_1770	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	36 hour	20210607_EXPL0_PeTr_SA_T760_1770	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210607_EXPL0_PeTr_SA_T760_1770.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type2_1771	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	36 hour	20210612_EXPL0_PeTr_SA_T760_1771	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210612_EXPL0_PeTr_SA_T760_1771.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type3_1772	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	36 hour	20210612_EXPL0_PeTr_SA_T760_1772	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210612_EXPL0_PeTr_SA_T760_1772.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type4_1773	Homo sapiens	ascending colon	not applicable	1	normal	12	adult	not available	not available	not available	36 hour	20210612_EXPL0_PeTr_SA_T760_1773	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210612_EXPL0_PeTr_SA_T760_1773.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	ascending colon
Subject12_Capsule_Type1_1774	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	41 hour	20210615_EXPL0_PeTr_SA_T760_1774	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210615_EXPL0_PeTr_SA_T760_1774.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type2_1775	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	41 hour	20210615_EXPL0_PeTr_SA_T760_1775	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210615_EXPL0_PeTr_SA_T760_1775.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type3_1776	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	41 hour	20210615_EXPL0_PeTr_SA_T760_1776	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210615_EXPL0_PeTr_SA_T760_1776.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type4_1777	Homo sapiens	ascending colon	not applicable	1	normal	12	adult	not available	not available	not available	41 hour	20210618_EXPL0_PeTr_SA_T760_1777	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210618_EXPL0_PeTr_SA_T760_1777.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	ascending colon
Subject12_Capsule_Type1_1778	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	37 hour	20210618_EXPL0_PeTr_SA_T760_1778	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210618_EXPL0_PeTr_SA_T760_1778.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type2_1779	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	37 hour	20210618_EXPL0_PeTr_SA_T760_1779	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210618_EXPL0_PeTr_SA_T760_1779.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
Subject12_Capsule_Type3_1780	Homo sapiens	small intestine	not applicable	1	normal	12	adult	not available	not available	not available	37 hour	20210623_EXPL0_PeTr_SA_T760_1780	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 eV	7 ppm	20 ppm	1	1	20210623_EXPL0_PeTr_SA_T760_1780.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	small intestine
