source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[project name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[biological replicate]
2018_March_5_UWPRQE_HatchMicro_07	2018_March_5_UWPRQE_HatchMicro_07	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_07.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_05	2018_March_5_UWPRQE_HatchMicro_05	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_19	2018_March_5_UWPRQE_HatchMicro_19	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_19.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_44	2018_March_5_UWPRQE_HatchMicro_44	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_44.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_48	2018_March_5_UWPRQE_HatchMicro_48	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_48.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_15	2018_March_5_UWPRQE_HatchMicro_15	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_36	2018_March_5_UWPRQE_HatchMicro_36	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_36.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_35	2018_March_5_UWPRQE_HatchMicro_35	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_35.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_06	2018_March_5_UWPRQE_HatchMicro_06	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_06.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_16	2018_March_5_UWPRQE_HatchMicro_16	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_31	2018_March_5_UWPRQE_HatchMicro_31	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_31.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_26	2018_March_5_UWPRQE_HatchMicro_26	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_26.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_04	2018_March_5_UWPRQE_HatchMicro_04	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_04.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_37	2018_March_5_UWPRQE_HatchMicro_37	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_37.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_34	2018_March_5_UWPRQE_HatchMicro_34	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_34.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_47	2018_March_5_UWPRQE_HatchMicro_47	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_47.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_24	2018_March_5_UWPRQE_HatchMicro_24	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_09	2018_March_5_UWPRQE_HatchMicro_09	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_09.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_12	2018_March_5_UWPRQE_HatchMicro_12	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_38	2018_March_5_UWPRQE_HatchMicro_38	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_38.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_39	2018_March_5_UWPRQE_HatchMicro_39	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_39.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_41	2018_March_5_UWPRQE_HatchMicro_41	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_41.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_42	2018_March_5_UWPRQE_HatchMicro_42	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_42.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_11	2018_March_5_UWPRQE_HatchMicro_11	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_13	2018_March_5_UWPRQE_HatchMicro_13	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
2018_March_5_UWPRQE_HatchMicro_40	2018_March_5_UWPRQE_HatchMicro_40	marine metagenome	not applicable	not applicable	not applicable	seawater	seawater	Washington	Washington_state_shellfish_hatchery_reanalysis	1	2018_March_5_UWPRQE_HatchMicro_40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2018_March_5_UWPRQE_HatchMicro_40.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	1
