source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[sample fraction]	factor value[sampling site]
YGL02-peripheral-Decell	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run Decell_02-YGL02-P-02_2p81uL_Slot1-41_1_5478	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	5	Decell_02-YGL02-P-02_2p81uL_Slot1-41_1_5478.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	decellularized fraction	peripheral
YGL02-peripheral-Decell	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run Decell_02-YGL02-P-03_4p09uL_Slot1-42_1_5479	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	6	Decell_02-YGL02-P-03_4p09uL_Slot1-42_1_5479.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	decellularized fraction	peripheral
YGL02-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run ECM_01-YGL02-P-01_4p0uL_Slot1-40_1_5471	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	ECM_01-YGL02-P-01_4p0uL_Slot1-40_1_5471.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
YGL02-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run ECM_01-YGL02-P-02_3p93uL_Slot1-51_1_5489	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	ECM_01-YGL02-P-02_3p93uL_Slot1-51_1_5489.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
YGL02-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run ECM_01-YGL02-P-03_4p50uL_Slot1-52_1_5490	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	3	ECM_01-YGL02-P-03_4p50uL_Slot1-52_1_5490.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
YGL02-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run ECM_02-YGL02-P-01_inj2_1p25uL_Slot1-53_1_5503	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	4	ECM_02-YGL02-P-01_inj2_1p25uL_Slot1-53_1_5503.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
YGL02-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run ECM_02-YGL02-P-02_2p54uL_Slot1-54_1_5493	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	5	ECM_02-YGL02-P-02_2p54uL_Slot1-54_1_5493.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
YGL02-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-02	organism part	1	run ECM_02-YGL02-P-03_3p22uL_Slot2-1_1_5494	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	6	ECM_02-YGL02-P-03_3p22uL_Slot2-1_1_5494.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
YGL05-central-Decell	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-05	organism part	2	run Decell_01-YGL05-C-01_2p92uL_Slot1-47_1_5485	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	Decell_01-YGL05-C-01_2p92uL_Slot1-47_1_5485.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	decellularized fraction	central
YGL05-central-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-05	organism part	2	run ECM_01-YGL05-C-01_3p96uL_Slot2-6_1_5500	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	ECM_01-YGL05-C-01_3p96uL_Slot2-6_1_5500.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	central
YGL05-peripheral-Decell	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-05	organism part	2	run Decell_01-YGL05-P-01_3p57uL_Slot1-46_1_5483	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	Decell_01-YGL05-P-01_3p57uL_Slot1-46_1_5483.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	decellularized fraction	peripheral
YGL05-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-05	organism part	2	run ECM_01-YGL05-P-01_4p55uL_Slot2-5_1_5498	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	ECM_01-YGL05-P-01_4p55uL_Slot2-5_1_5498.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
YGL08-central-Decell	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-08	organism part	3	run Decell_01-YGL08-C-01_3p94uL_Slot1-49_1_5487	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	Decell_01-YGL08-C-01_3p94uL_Slot1-49_1_5487.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	decellularized fraction	central
YGL08-central-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-08	organism part	3	run ECM_01-YGL08-C-01_3p69uL_Slot2-8_1_5502	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	ECM_01-YGL08-C-01_3p69uL_Slot2-8_1_5502.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	central
YGL08-peripheral-Decell	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-08	organism part	3	run Decell_01-YGL08-P-01_2p66uL_Slot1-48_1_5486	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	Decell_01-YGL08-P-01_2p66uL_Slot1-48_1_5486.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	decellularized fraction	peripheral
YGL08-peripheral-ECM	Homo sapiens	upper lobe of left lung	not applicable	not available	not available	not available	not available	not available	YGL-08	organism part	3	run ECM_01-YGL08-P-01_4p60uL_Slot2-7_1_5501	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF Pro;AC=MS:1003005	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	ECM_01-YGL08-P-01_4p60uL_Slot2-7_1_5501.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	extracellular matrix fraction	peripheral
