source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 75	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_1	7	1	20130611_EXQ6_AtDe_SA_Library_musclemix_OG_1_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 76	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_1	8	1	20130611_EXQ6_AtDe_SA_Library_musclemix_OG_1_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 77	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_1	9	1	20130611_EXQ6_AtDe_SA_Library_musclemix_OG_1_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 78	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	1	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 79	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	10	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 80	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	11	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 81	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	12	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 82	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	2	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 83	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	3	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 84	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	4	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 85	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	5	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 86	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	6	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 87	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	7	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
PXD001641-Sample-64	Mus musculus	skeletal muscle tissue	normal	not applicable	tissue	pooled	adult	male	CD1	pooled	1	run 88	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=HCD;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	300m/z-1750m/z	7 ppm	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	not available	NT=Off-gel electrophoresis;AC=PRIDE:0000552	OffGel_2	8	2	20130618_EXQ6_AtDe_SA_Library_musclemix_OG_2_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0
