source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[individual]	characteristics[material type]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
Femur_mouse30368528_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=femur;AC=UBERON:0000981	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	female	C57BL/6N	30368528	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 78	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	3	2	02325_GG1_P024887_S00_I00_U03_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=femur;AC=UBERON:0000981
Femur_mouse30368528_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=femur;AC=UBERON:0000981	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	female	C57BL/6N	30368528	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 79	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	4	1	02325_GH1_P024887_S00_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=femur;AC=UBERON:0000981
Femur_mouse30368528_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=femur;AC=UBERON:0000981	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	female	C57BL/6N	30368528	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 80	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	4	2	02325_GH1_P024887_S00_I00_U04_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=femur;AC=UBERON:0000981
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 81	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	1	1	01949_GE4_P020189_S00_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 82	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	1	2	01949_GE4_P020189_S00_I00_U01_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 83	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	2	1	01949_GF4_P020189_S00_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 84	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	2	2	01949_GF4_P020189_S00_I00_U02_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 85	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	3	1	01949_GG4_P020189_S00_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 86	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	3	2	01949_GG4_P020189_S00_I00_U03_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 87	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	4	1	01949_GH4_P020189_S00_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Frontal.lobe_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=frontal lobe;AC=UBERON:0016525	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 88	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	4	2	01949_GH4_P020189_S00_I00_U04_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=frontal lobe;AC=UBERON:0016525
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 89	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	1	1	01946_BE2_P020161_S00_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 90	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	1	2	01946_BE2_P020161_S00_I00_U01_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 91	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	2	1	01946_BF2_P020161_S00_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 92	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	2	2	01946_BF2_P020161_S00_I00_U02_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 93	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	3	1	01946_BG2_P020161_S00_I00_U03_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 94	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	3	2	01946_BG2_P020161_S00_I00_U03_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 95	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	4	1	01946_BH2_P020161_S00_I00_U04_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Heart_mouse30368533_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368533	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 96	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	4	2	01946_BH2_P020161_S00_I00_U04_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
Hindbrain_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=hindbrain;AC=UBERON:0002028	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 97	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	1	1	02464_GE4_P027230_S00_I00_U01_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=hindbrain;AC=UBERON:0002028
Hindbrain_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=hindbrain;AC=UBERON:0002028	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 98	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	1	2	02464_GE4_P027230_S00_I00_U01_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=hindbrain;AC=UBERON:0002028
Hindbrain_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=hindbrain;AC=UBERON:0002028	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 99	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	2	1	02464_GF4_P027230_S00_I00_U02_R1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=hindbrain;AC=UBERON:0002028
Hindbrain_mouse30368538_phospho_br1	NT=Mus musculus;AC=NCBITaxon:10090	NT=hindbrain;AC=UBERON:0002028	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	16W	male	C57BL/6N	30368538	tissue	NT=IMAC;AC=PRIDE:0000587	1	run 100	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=High-performance liquid chromatography;AC=PRIDE:0000565	4.5 ppm	20 ppm	2	2	02464_GF4_P027230_S00_I00_U02_R2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=hindbrain;AC=UBERON:0002028
