source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[material type]	characteristics[cell line]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[treatment]	characteristics[enrichment process]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms2 scan range]	comment[ms2 mass analyzer]	comment[alkylation reagent]	comment[fraction identifier]	comment[sample preparation batch]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[source name]
DCR_MT_13752_I	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	2	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13752_I_BR2_R1	proteomic profiling by mass spectrometry	DCR_MT_13752_I2_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13752	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13752_I
DCR_MT_13752_I	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	3	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13752_I_BR3_R1	proteomic profiling by mass spectrometry	DCR_MT_13752_I3_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13752	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13752_I
DCR_MT_13753_P	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	1	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13753_P_BR1_R1	proteomic profiling by mass spectrometry	DCR_MT_13753_P1_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13753	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13753_P
DCR_MT_13753_P	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	2	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13753_P_BR2_R1	proteomic profiling by mass spectrometry	DCR_MT_13753_P2_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13753	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13753_P
DCR_MT_13753_P	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	3	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13753_P_BR3_R1	proteomic profiling by mass spectrometry	DCR_MT_13753_P3_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13753	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13753_P
DCR_MT_13753_S	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	1	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13753_S_BR1_R1	proteomic profiling by mass spectrometry	DCR_MT_13753_S1_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13753	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13753_S
DCR_MT_13753_S	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	2	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13753_S_BR2_R1	proteomic profiling by mass spectrometry	DCR_MT_13753_S2_2.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13753	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13753_S
DCR_MT_13753_S	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	3	not available	NT=Affinity purification coupled with mass spectrometry proteomics;AC=PRIDE:0000431	DCR_MT_13753_S_BR3_R1	proteomic profiling by mass spectrometry	DCR_MT_13753_S3_2.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	400m/z-1500m/z	200m/z-2000m/z	NT=orbitrap;AC=MS:1000484	not available	1	13753	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13753_S
DCR_MT_13754_P	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	1	not available	not applicable	DCR_MT_13754_P_BR1_R1	proteomic profiling by mass spectrometry	DCR_MT_13754_P1_3.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	350m/z-1500m/z	not available	NT=ion trap;AC=MS:1000264	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	13754	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13754_P
DCR_MT_13754_P	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	2	not available	not applicable	DCR_MT_13754_P_BR2_R1	proteomic profiling by mass spectrometry	DCR_MT_13754_P2_3.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	350m/z-1500m/z	not available	NT=ion trap;AC=MS:1000264	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	13754	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13754_P
DCR_MT_13754_P	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	3	not available	not applicable	DCR_MT_13754_P_BR3_R1	proteomic profiling by mass spectrometry	DCR_MT_13754_P3_3.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	350m/z-1500m/z	not available	NT=ion trap;AC=MS:1000264	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	13754	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13754_P
DCR_MT_13754_S	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	1	not available	not applicable	DCR_MT_13754_S_BR1_R1	proteomic profiling by mass spectrometry	DCR_MT_13754_S1_3.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	350m/z-1500m/z	not available	NT=ion trap;AC=MS:1000264	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	13754	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13754_S
DCR_MT_13754_S	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	2	not available	not applicable	DCR_MT_13754_S_BR2_R1	proteomic profiling by mass spectrometry	DCR_MT_13754_S2_3.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	350m/z-1500m/z	not available	NT=ion trap;AC=MS:1000264	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	13754	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13754_S
DCR_MT_13754_S	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	3	not available	not applicable	DCR_MT_13754_S_BR3_R1	proteomic profiling by mass spectrometry	DCR_MT_13754_S3_3.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	NT=HCD;AC=MS:1000422	not available	not available	350m/z-1500m/z	not available	NT=ion trap;AC=MS:1000264	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	1	13754	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_13754_S
DCR_MT_IP190925_T	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	1	not available	not available	DCR_MT_IP190925_T_BR1_R1	proteomic profiling by mass spectrometry	DCR_MT_IP190925_T1_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	not available	not available	not available	not available	not available	not available	not available	1	IP190925	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_IP190925_T
DCR_MT_IP190925_T	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	2	not available	not available	DCR_MT_IP190925_T_BR2_R1	proteomic profiling by mass spectrometry	DCR_MT_IP190925_T2_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	not available	not available	not available	not available	not available	not available	not available	1	IP190925	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_IP190925_T
DCR_MT_IP190925_T	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	3	not available	not available	DCR_MT_IP190925_T_BR3_R1	proteomic profiling by mass spectrometry	DCR_MT_IP190925_T3_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	not available	not available	not available	not available	not available	not available	not available	1	IP190925	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_IP190925_T
DCR_MT_IP190925_T	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	4	not available	not available	DCR_MT_IP190925_T_BR4_R1	proteomic profiling by mass spectrometry	DCR_MT_IP190925_T4_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	not available	not available	not available	not available	not available	not available	not available	1	IP190925	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_IP190925_T
DCR_MT_IP190925_W	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	1	not available	not available	DCR_MT_IP190925_W_BR1_R1	proteomic profiling by mass spectrometry	DCR_MT_IP190925_W1_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	not available	not available	not available	not available	not available	not available	not available	1	IP190925	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_IP190925_W
DCR_MT_IP190925_W	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	2	not available	not available	DCR_MT_IP190925_W_BR2_R1	proteomic profiling by mass spectrometry	DCR_MT_IP190925_W2_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	not available	not available	not available	not available	not available	not available	not available	1	IP190925	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_IP190925_W
DCR_MT_IP190925_W	Homo sapiens	not applicable	not available	cell line	not available	not available	not available	not available	not available	3	not available	not available	DCR_MT_IP190925_W_BR3_R1	proteomic profiling by mass spectrometry	DCR_MT_IP190925_W3_1.raw	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	label free sample	not available	not available	not available	not available	not available	not available	not available	1	IP190925	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	sdrf-pipelines v0.1.5	DCR_MT_IP190925_W
