source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[bait]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[collision energy]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[bait]	factor value[organism]
JB41-26	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Nsp15	cell	2	qx029391	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029391.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp15	Homo sapiens
JB41-27	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Nsp15	cell	3	qx029392	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029392.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Nsp15	Homo sapiens
JB41-28	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_N	cell	1	qx029394	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029394.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_N	Homo sapiens
JB41-29	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_N	cell	2	qx029395	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029395.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_N	Homo sapiens
JB41-30	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_N	cell	3	qx029396	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029396.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_N	Homo sapiens
JB41-31	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_M	cell	1	qx029398	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029398.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_M	Homo sapiens
JB41-32	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_M	cell	2	qx029399	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029399.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_M	Homo sapiens
JB41-33	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_M	cell	3	qx029400	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029400.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_M	Homo sapiens
JB41-34	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_S	cell	1	qx029402	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029402.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_S	Homo sapiens
JB41-35	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_S	cell	2	qx029403	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029403.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_S	Homo sapiens
JB41-36	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_S	cell	3	qx029404	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029404.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_S	Homo sapiens
JB41-37	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf3a	cell	1	qx029406	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029406.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3a	Homo sapiens
JB41-38	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf3a	cell	2	qx029407	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029407.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3a	Homo sapiens
JB41-39	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf3a	cell	3	qx029408	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029408.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3a	Homo sapiens
JB41-40	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf3b	cell	1	qx029410	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029410.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3b	Homo sapiens
JB41-41	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf3b	cell	2	qx029411	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029411.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3b	Homo sapiens
JB41-42	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf3b	cell	3	qx029412	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029412.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf3b	Homo sapiens
JB41-43	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf7a	cell	1	qx029414	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029414.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7a	Homo sapiens
JB41-44	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf7a	cell	2	qx029415	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029415.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7a	Homo sapiens
JB41-45	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf7a	cell	3	qx029416	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029416.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7a	Homo sapiens
JB41-46	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf7b	cell	1	qx029418	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029418.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7b	Homo sapiens
JB41-47	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf7b	cell	2	qx029419	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029419.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7b	Homo sapiens
JB41-48	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf7b	cell	3	qx029420	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029420.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf7b	Homo sapiens
JB41-49	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf9b	cell	1	qx029422	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029422.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9b	Homo sapiens
JB41-50	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf9b	cell	2	qx029423	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029423.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9b	Homo sapiens
JB41-51	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf9b	cell	3	qx029424	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029424.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9b	Homo sapiens
JB41-52	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf9c	cell	1	qx029426	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029426.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9c	Homo sapiens
JB41-53	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf9c	cell	2	qx029427	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029427.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9c	Homo sapiens
JB41-54	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf9c	cell	3	qx029428	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029428.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf9c	Homo sapiens
JB41-55	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf10	cell	1	qx029430	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029430.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf10	Homo sapiens
JB41-56	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf10	cell	2	qx029431	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029431.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf10	Homo sapiens
JB41-57	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	RaTG13_Orf10	cell	3	qx029432	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029432.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	RaTG13_Orf10	Homo sapiens
JB41-58	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	Vector	cell	4	qx029434	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029434.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Vector	Homo sapiens
JB41-59	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	Vector	cell	5	qx029435	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029435.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Vector	Homo sapiens
JB41-60	Homo sapiens	kidney	not available	HEK293T	normal	not available	not available	not available	Vector	cell	6	qx029436	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	26 NCE	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	not available	not available	1	1	qx029436.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	Vector	Homo sapiens
