source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[culture medium]	characteristics[passage number]	characteristics[sample storage temperature]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
THP1_Au53_25_1	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	1	20150615_66_QP2_AG_NT_7_Au53_25_1	proteomic profiling by mass spectrometry	1	20150615_66_QP2_AG_NT_7_Au53_25_1.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au53_25_2	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	2	20150615_62_QP2_AG_NT_8_Au53_25_2	proteomic profiling by mass spectrometry	1	20150615_62_QP2_AG_NT_8_Au53_25_2.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au53_25_3	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	3	20150615_48_QP2_AG_NT_9_Au53_25_3	proteomic profiling by mass spectrometry	1	20150615_48_QP2_AG_NT_9_Au53_25_3.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au53_35_1	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	1	20150615_12_QP2_AG_NT_31_Au53_35_1	proteomic profiling by mass spectrometry	1	20150615_12_QP2_AG_NT_31_Au53_35_1.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au53_35_2	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	2	20150615_72_QP2_AG_NT_32_Au53_35_2	proteomic profiling by mass spectrometry	1	20150615_72_QP2_AG_NT_32_Au53_35_2.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au53_35_3	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	3	20150615_41_QP2_AG_NT_33_Au53_35_3	proteomic profiling by mass spectrometry	1	20150615_41_QP2_AG_NT_33_Au53_35_3.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au54_25_1	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)	1	20150615_47_QP2_AG_NT_10_Au54_25_1	proteomic profiling by mass spectrometry	1	20150615_47_QP2_AG_NT_10_Au54_25_1.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)
THP1_Au54_25_2	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)	2	20150615_85_QP2_AG_NT_11_Au54_25_2	proteomic profiling by mass spectrometry	1	20150615_85_QP2_AG_NT_11_Au54_25_2.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)
THP1_Au54_25_3	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)	3	20150615_03_QP2_AG_NT_12_Au54_25_3	proteomic profiling by mass spectrometry	1	20150615_03_QP2_AG_NT_12_Au54_25_3.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)
THP1_Au54_35_1	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)	1	20150615_30_QP2_AG_NT_34_Au54_35_1	proteomic profiling by mass spectrometry	1	20150615_30_QP2_AG_NT_34_Au54_35_1.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)
THP1_Au54_35_2	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)	2	20150615_10_QP2_AG_NT_35_Au54_35_2	proteomic profiling by mass spectrometry	1	20150615_10_QP2_AG_NT_35_Au54_35_2.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)
THP1_Au54_35_3	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)	3	20150615_40_QP2_AG_NT_36_Au54_35_3	proteomic profiling by mass spectrometry	1	20150615_40_QP2_AG_NT_36_Au54_35_3.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	5 nm PEG-thiolate-functionalized gold nanoparticle (Au-PEG)
THP1_Au202_15_1	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)	1	20150615_59_QP2_AG_NT_37_Au202_15_1	proteomic profiling by mass spectrometry	1	20150615_59_QP2_AG_NT_37_Au202_15_1.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)
THP1_Au202_15_2	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)	2	20150615_69_QP2_AG_NT_38_Au202_15_2	proteomic profiling by mass spectrometry	1	20150615_69_QP2_AG_NT_38_Au202_15_2.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)
THP1_Au202_15_3	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)	3	20150615_20_QP2_AG_NT_39_Au202_15_3	proteomic profiling by mass spectrometry	1	20150615_20_QP2_AG_NT_39_Au202_15_3.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)
THP1_Au202_25_1	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)	1	20150615_01_QP2_AG_NT_16_Au202_25_1	proteomic profiling by mass spectrometry	1	20150615_01_QP2_AG_NT_16_Au202_25_1.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)
THP1_Au202_25_2	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)	2	20150615_70_QP2_AG_NT_17_Au202_25_2	proteomic profiling by mass spectrometry	1	20150615_70_QP2_AG_NT_17_Au202_25_2.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)
THP1_Au202_25_3	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)	3	20150615_50_QP2_AG_NT_18_Au202_25_3	proteomic profiling by mass spectrometry	1	20150615_50_QP2_AG_NT_18_Au202_25_3.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm alkylammonium-functionalized gold nanoparticle (Au-NR3+)
THP1_Au203_15_1	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	1	20150615_78_QP2_AG_NT_40_Au203_15_1	proteomic profiling by mass spectrometry	1	20150615_78_QP2_AG_NT_40_Au203_15_1.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au203_15_2	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	2	20150615_83_QP2_AG_NT_41_Au203_15_2	proteomic profiling by mass spectrometry	1	20150615_83_QP2_AG_NT_41_Au203_15_2.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
THP1_Au203_15_3	Homo sapiens	blood	monocyte	THP-1	CVCL_0006	THP-1	acute monocytic leukemia	1Y	male	not available	not applicable	Roswell Park Memorial Institute 1640 Medium	not available	not available	20 nm carboxylate-functionalized gold nanoparticle (Au-COOH)	3	20150615_22_QP2_AG_NT_42_Au203_15_3	proteomic profiling by mass spectrometry	1	20150615_22_QP2_AG_NT_42_Au203_15_3.raw	v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	10 ppm	0.02 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	20 nm carboxylate-functionalized gold nanoparticle (Au-COOH)
