source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD033876-Sample-139	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL3_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL3_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-140	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL3_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL3_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-141	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL3_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL3_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-142	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL4_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL4_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-143	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL4_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL4_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-144	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL4_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL4_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-145	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL5_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL5_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-146	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL5_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL5_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-147	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_CTL5_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_CTL5_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-148	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF1_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF1_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-149	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF1_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF1_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-150	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF1_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF1_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-151	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF2_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF2_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-152	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF2_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF2_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-153	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF2_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF2_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-154	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF3_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF3_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-155	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF3_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF3_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-156	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF3_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF3_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-157	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF4_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF4_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-158	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF4_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF4_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-159	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF4_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF4_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-160	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF5_3uL_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF5_3uL_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-161	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF5_3uL_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF5_3uL_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD033876-Sample-162	Homo sapiens	heart left ventricle	not available	adult	not available	not available	1	2021_176_SWATH_HFpEF5_3uL_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	2021_176_SWATH_HFpEF5_3uL_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
