source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD031113-Sample-11	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_01_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_01_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-12	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_02_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_02_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-13	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_02_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_02_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-14	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_02_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_02_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-15	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_03_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_03_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-16	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_03_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_03_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-17	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_03_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_03_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-18	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_04_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_04_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-19	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_04_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_04_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD031113-Sample-20	Mus musculus	not available	regular ventricular cardiac myocyte	not available	1	DataT_Weber_180118_30318_SWATH_04_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600+;AC=MS:1002584	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	DataT_Weber_180118_30318_SWATH_04_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
