source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[treatment]	characteristics[strain]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
wevan_I171008_BXD44_HF_ET1502_SW_Run045	Mus musculus	Liver	normal	3	high fat diet	BXD44	wevan_I171008_BXD44_HF_ET1502_SW_Run045	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171008_BXD44_HF_ET1502_SW_Run045.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171008_BXD45_CD_ET1391_SW_Run046	Mus musculus	Liver	normal	2	control diet	BXD45	wevan_I171008_BXD45_CD_ET1391_SW_Run046	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171008_BXD45_CD_ET1391_SW_Run046.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171009_BXD102_HF_ET1498_SW_Run061	Mus musculus	Liver	normal	3	high fat diet	BXD102	wevan_I171009_BXD102_HF_ET1498_SW_Run061	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD102_HF_ET1498_SW_Run061.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171009_BXD24_CD_ET1791_SW_Run058	Mus musculus	Liver	normal	1	control diet	BXD24	wevan_I171009_BXD24_CD_ET1791_SW_Run058	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD24_CD_ET1791_SW_Run058.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171009_BXD24_CD_ET1792_SW_Run055	Mus musculus	Liver	normal	2	control diet	BXD24	wevan_I171009_BXD24_CD_ET1792_SW_Run055	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD24_CD_ET1792_SW_Run055.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171009_BXD34_CD_ET1048_SW_Run052	Mus musculus	Liver	normal	3	control diet	BXD34	wevan_I171009_BXD34_CD_ET1048_SW_Run052	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD34_CD_ET1048_SW_Run052.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171009_BXD34_CD_ET766_SW_Run051	Mus musculus	Liver	normal	4	control diet	BXD34	wevan_I171009_BXD34_CD_ET766_SW_Run051	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD34_CD_ET766_SW_Run051.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171009_BXD39_HF_1473_SW_Run063	Mus musculus	Liver	normal	2	high fat diet	BXD39	wevan_I171009_BXD39_HF_1473_SW_Run063	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD39_HF_1473_SW_Run063.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171009_BXD50_HF_ET1774_SW_Run056	Mus musculus	Liver	normal	1	high fat diet	BXD50	wevan_I171009_BXD50_HF_ET1774_SW_Run056	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD50_HF_ET1774_SW_Run056.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171009_BXD62_CD_ET1798_SW_Run057	Mus musculus	Liver	normal	2	control diet	BXD62	wevan_I171009_BXD62_CD_ET1798_SW_Run057	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD62_CD_ET1798_SW_Run057.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171009_BXD62_ET1436_SW_Run065	Mus musculus	Liver	normal	1	not available	BXD62	wevan_I171009_BXD62_ET1436_SW_Run065	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD62_ET1436_SW_Run065.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	not available
wevan_I171009_BXD70_HF_ET1508_SW_Run060	Mus musculus	Liver	normal	1	high fat diet	BXD70	wevan_I171009_BXD70_HF_ET1508_SW_Run060	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD70_HF_ET1508_SW_Run060.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171009_BXD70_HF_ET1509_SW_Run053	Mus musculus	Liver	normal	2	high fat diet	BXD70	wevan_I171009_BXD70_HF_ET1509_SW_Run053	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD70_HF_ET1509_SW_Run053.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171009_BXD73_CD_ET1451_SW_Run062	Mus musculus	Liver	normal	2	control diet	BXD73	wevan_I171009_BXD73_CD_ET1451_SW_Run062	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD73_CD_ET1451_SW_Run062.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171009_BXD73_HF_ET1447_SW_Run064	Mus musculus	Liver	normal	1	high fat diet	BXD73	wevan_I171009_BXD73_HF_ET1447_SW_Run064	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD73_HF_ET1447_SW_Run064.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171009_BXD75_HF_ET1561_SW_Run054	Mus musculus	Liver	normal	1	high fat diet	BXD75	wevan_I171009_BXD75_HF_ET1561_SW_Run054	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_BXD75_HF_ET1561_SW_Run054.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171009_DBA2J_HF_ET1132_SW_Run059	Mus musculus	Liver	normal	1	high fat diet	DBA2J	wevan_I171009_DBA2J_HF_ET1132_SW_Run059	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171009_DBA2J_HF_ET1132_SW_Run059.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_BXD102_HF_ET1497_SW_Run067	Mus musculus	Liver	normal	4	high fat diet	BXD102	wevan_I171010_BXD102_HF_ET1497_SW_Run067	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD102_HF_ET1497_SW_Run067.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_BXD27_HF_ET2434_SW_Run074	Mus musculus	Liver	normal	1	high fat diet	BXD27	wevan_I171010_BXD27_HF_ET2434_SW_Run074	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD27_HF_ET2434_SW_Run074.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_BXD34_CD_ET288_SW_Run076	Mus musculus	Liver	normal	5	control diet	BXD34	wevan_I171010_BXD34_CD_ET288_SW_Run076	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD34_CD_ET288_SW_Run076.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171010_BXD40_CD_ET680_SW_Run072	Mus musculus	Liver	normal	1	control diet	BXD40	wevan_I171010_BXD40_CD_ET680_SW_Run072	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD40_CD_ET680_SW_Run072.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171010_BXD40_HF_ET1593_SW_Run070	Mus musculus	Liver	normal	1	high fat diet	BXD40	wevan_I171010_BXD40_HF_ET1593_SW_Run070	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD40_HF_ET1593_SW_Run070.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_BXD44_CD_ET1504_SW_Run077	Mus musculus	Liver	normal	2	control diet	BXD44	wevan_I171010_BXD44_CD_ET1504_SW_Run077	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD44_CD_ET1504_SW_Run077.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171010_BXD50_HF_ET1919_SW_Run069	Mus musculus	Liver	normal	2	high fat diet	BXD50	wevan_I171010_BXD50_HF_ET1919_SW_Run069	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD50_HF_ET1919_SW_Run069.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_BXD70_CD_ET1512_SW_Run068	Mus musculus	Liver	normal	1	control diet	BXD70	wevan_I171010_BXD70_CD_ET1512_SW_Run068	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD70_CD_ET1512_SW_Run068.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171010_BXD75_HF_ET1562_SW_Run071	Mus musculus	Liver	normal	2	high fat diet	BXD75	wevan_I171010_BXD75_HF_ET1562_SW_Run071	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD75_HF_ET1562_SW_Run071.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_BXD98_CD_ET1524_SW_Run079	Mus musculus	Liver	normal	1	control diet	BXD98	wevan_I171010_BXD98_CD_ET1524_SW_Run079	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD98_CD_ET1524_SW_Run079.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171010_BXD98_CD_ET1524_SW_Run079_REP	Mus musculus	Liver	normal	2	control diet	BXD98	wevan_I171010_BXD98_CD_ET1524_SW_Run079_REP	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD98_CD_ET1524_SW_Run079_REP.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171010_BXD9_HF_ET370_SW_Run073	Mus musculus	Liver	normal	1	high fat diet	BXD9	wevan_I171010_BXD9_HF_ET370_SW_Run073	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_BXD9_HF_ET370_SW_Run073.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_D2B6F1_CD_ET1169_SW_Run075	Mus musculus	Liver	normal	1	control diet	D2B6F1	wevan_I171010_D2B6F1_CD_ET1169_SW_Run075	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_D2B6F1_CD_ET1169_SW_Run075.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171010_DBA2J_HF_ET1131_SW_Run066	Mus musculus	Liver	normal	2	high fat diet	DBA2J	wevan_I171010_DBA2J_HF_ET1131_SW_Run066	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_DBA2J_HF_ET1131_SW_Run066.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171010_DBA2J_HF_ET1142_SW_Run078	Mus musculus	Liver	normal	3	high fat diet	DBA2J	wevan_I171010_DBA2J_HF_ET1142_SW_Run078	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171010_DBA2J_HF_ET1142_SW_Run078.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171012_BXD34_CD_ET273_SW_Run087	Mus musculus	Liver	normal	6	control diet	BXD34	wevan_I171012_BXD34_CD_ET273_SW_Run087	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_BXD34_CD_ET273_SW_Run087.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171012_BXD40_CD_ET1057_SW_Run086	Mus musculus	Liver	normal	2	control diet	BXD40	wevan_I171012_BXD40_CD_ET1057_SW_Run086	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_BXD40_CD_ET1057_SW_Run086.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171012_BXD90_HF_ET736_SW_Run083	Mus musculus	Liver	normal	1	high fat diet	BXD90	wevan_I171012_BXD90_HF_ET736_SW_Run083	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_BXD90_HF_ET736_SW_Run083.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171012_C57BL6J_HF_ET1254_SW_Run084	Mus musculus	Liver	normal	1	high fat diet	C57BL6J	wevan_I171012_C57BL6J_HF_ET1254_SW_Run084	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_C57BL6J_HF_ET1254_SW_Run084.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171012_D2B6F1_CD_ET1160_SW_Run085	Mus musculus	Liver	normal	2	control diet	D2B6F1	wevan_I171012_D2B6F1_CD_ET1160_SW_Run085	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_D2B6F1_CD_ET1160_SW_Run085.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171012_D2B6F1_HF_ET1442_SW_Run081	Mus musculus	Liver	normal	2	high fat diet	D2B6F1	wevan_I171012_D2B6F1_HF_ET1442_SW_Run081	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_D2B6F1_HF_ET1442_SW_Run081.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171012_DBA2J_HF_ET1140_SW_Run082	Mus musculus	Liver	normal	4	high fat diet	DBA2J	wevan_I171012_DBA2J_HF_ET1140_SW_Run082	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_DBA2J_HF_ET1140_SW_Run082.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171012_DBA2J_HF_ET1141_SW_Run080	Mus musculus	Liver	normal	5	high fat diet	DBA2J	wevan_I171012_DBA2J_HF_ET1141_SW_Run080	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171012_DBA2J_HF_ET1141_SW_Run080.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD29_CD_ET1040_Run102	Mus musculus	Liver	normal	3	control diet	BXD29	wevan_I171013_BXD29_CD_ET1040_Run102	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD29_CD_ET1040_Run102.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171013_BXD29_HF_ET1531_Run107	Mus musculus	Liver	normal	2	high fat diet	BXD29	wevan_I171013_BXD29_HF_ET1531_Run107	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD29_HF_ET1531_Run107.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD29_HF_ET2349_Run101	Mus musculus	Liver	normal	3	high fat diet	BXD29	wevan_I171013_BXD29_HF_ET2349_Run101	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD29_HF_ET2349_Run101.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD32_HF_ET1137_Run088	Mus musculus	Liver	normal	1	high fat diet	BXD32	wevan_I171013_BXD32_HF_ET1137_Run088	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD32_HF_ET1137_Run088.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD34_HF_ET1052_Run092	Mus musculus	Liver	normal	1	high fat diet	BXD34	wevan_I171013_BXD34_HF_ET1052_Run092	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD34_HF_ET1052_Run092.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD40_CD_ET1691_Run095	Mus musculus	Liver	normal	3	control diet	BXD40	wevan_I171013_BXD40_CD_ET1691_Run095	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD40_CD_ET1691_Run095.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	control diet
wevan_I171013_BXD45_HF_ET1831_Run096	Mus musculus	Liver	normal	1	high fat diet	BXD45	wevan_I171013_BXD45_HF_ET1831_Run096	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD45_HF_ET1831_Run096.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
wevan_I171013_BXD45_HF_ET2161_Run108	Mus musculus	Liver	normal	2	high fat diet	BXD45	wevan_I171013_BXD45_HF_ET2161_Run108	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	wevan_I171013_BXD45_HF_ET2161_Run108.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high fat diet
