source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
N3	N3	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	N3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	N3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
N4	N4	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	N4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	N4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
N5	N5	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	N5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	N5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
N6	N6	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	N6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	N6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
N7	N7	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	N7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	N7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
N8	N8	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	N8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	N8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
NUF1	NUF1	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	NUF1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	NUF1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
NUF2	NUF2	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	NUF2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	NUF2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
NUF3	NUF3	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	NUF3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	NUF3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P1	P1	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P2	P2	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P3	P3	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P4	P4	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P5	P5	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P6	P6	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P7	P7	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
P8	P8	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	P8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	P8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
PUF1	PUF1	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	PUF1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PUF1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
PUF2	PUF2	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	PUF2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PUF2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
PUF3	PUF3	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	PUF3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PUF3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
UF1	UF1	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
UF2	UF2	Human saliva metagenome	Saliva	not applicable	Lung cancer	Free-Flow_Isoelectric_Focusing_Based_Metaproteomics_Workflow_Facilitates_the_Identification_and_Characterization_of_Human_Salivary_Microbiome_for_Lung_Cancer	Saliva	Saliva	not available	not available	not available	not available	1	UF2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	UF2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Saliva
