source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[disease]	characteristics[host disease status]	characteristics[host body site]	characteristics[biological replicate]	characteristics[perturbation]	characteristics[chemical administration]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms min mz]	comment[ms max mz]	comment[technical replicate]	comment[data file]	comment[sample preparation batch]	comment[miscellaneous parameter]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[perturbation]
V23_FLCY	V23_FLCY	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	5-Fluorocytosine (FLCY), 34.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_FLCY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_FLCY.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	5-Fluorocytosine (FLCY), 34.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_FOS	V23_FOS	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Fructooligosaccharide (FOS), 10 mg/ml in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_FOS	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_FOS.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Fructooligosaccharide (FOS), 10 mg/ml in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_IBPR	V23_IBPR	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Ibuprofen (IBPR), 29.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_IBPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_IBPR.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ibuprofen (IBPR), 29.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_INDM	V23_INDM	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Indomethacin (INDM), 2.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_INDM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_INDM.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Indomethacin (INDM), 2.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_ISNZ	V23_ISNZ	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Isoniazid (ISNZ), 32.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_ISNZ	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_ISNZ.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Isoniazid (ISNZ), 32.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_KTPR	V23_KTPR	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Ketoprofen (KTPR), 5.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_KTPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_KTPR.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ketoprofen (KTPR), 5.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_LBPR	V23_LBPR	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Lubiprostone (LBPR), 6 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_LBPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_LBPR.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Lubiprostone (LBPR), 6 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_LPRM	V23_LPRM	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_LPRM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_LPRM.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_LVDP	V23_LVDP	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Levodopa (LVDP), 25.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_LVDP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_LVDP.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Levodopa (LVDP), 25.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_LVST	V23_LVST	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Lovastatin (LVST), 1.0 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_LVST	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_LVST.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Lovastatin (LVST), 1.0 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_MRCP	V23_MRCP	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Mercaptopurine (MRCP), 4.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_MRCP	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_MRCP.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Mercaptopurine (MRCP), 4.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_MSLM	V23_MSLM	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Mesalamine (MSLM), 13.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_MSLM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_MSLM.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Mesalamine (MSLM), 13.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_MTFR	V23_MTFR	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Metformin hydrochloride (MTFR), 7.6 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_MTFR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_MTFR.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Metformin hydrochloride (MTFR), 7.6 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_MTHT	V23_MTHT	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Methotrexate hydrate (MTHT), 330 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_MTHT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_MTHT.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Methotrexate hydrate (MTHT), 330 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V23_MTHY	V23_MTHY	human gut metagenome	feces	fecal material	Homo sapiens	V23	normal	healthy	feces	4	Methylprednisolone (MTHY), 641 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180122_RapidAIM_V23_MTHY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180122_RapidAIM_V23_MTHY.raw	V23_2018-01-22	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Methylprednisolone (MTHY), 641 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
