source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[disease]	characteristics[host disease status]	characteristics[host body site]	characteristics[biological replicate]	characteristics[perturbation]	characteristics[chemical administration]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms min mz]	comment[ms max mz]	comment[technical replicate]	comment[data file]	comment[sample preparation batch]	comment[miscellaneous parameter]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[perturbation]
V20_CRTS	V20_CRTS	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Cortisone (CRTS), 4.2 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_CRTS	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_CRTS.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cortisone (CRTS), 4.2 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_CYCL	V20_CYCL	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Cyclophosphamide monohydrate (CYCL), 5.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_CYCL	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_CYCL.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cyclophosphamide monohydrate (CYCL), 5.4 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_DCLF	V20_DCLF	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Diclofenac sodium (DCLF), 3.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_DCLF	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_DCLF.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Diclofenac sodium (DCLF), 3.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_DDZN	V20_DDZN	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Daidzein (DDZN), 3.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_DDZN	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_DDZN.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Daidzein (DDZN), 3.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_DGXN	V20_DGXN	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Digoxin (DGXN), 17 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_DGXN	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_DGXN.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Digoxin (DGXN), 17 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_DMSO	V20_DMSO	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	DMSO vehicle control (solvent only, no compound), 24 h anaerobic in vitro culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_DMSO	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_DMSO.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	DMSO vehicle control (solvent only, no compound), 24 h anaerobic in vitro culture exposure
V20_EZTM	V20_EZTM	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Ezetimibe (EZTM), 122 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_EZTM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_EZTM.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ezetimibe (EZTM), 122 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_FLCY	V20_FLCY	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	5-Fluorocytosine (FLCY), 34.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_FLCY	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_FLCY.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	5-Fluorocytosine (FLCY), 34.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_FOS	V20_FOS	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Fructooligosaccharide (FOS), 10 mg/ml in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_FOS	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_FOS.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Fructooligosaccharide (FOS), 10 mg/ml in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_IBPR	V20_IBPR	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Ibuprofen (IBPR), 29.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_IBPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_IBPR.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ibuprofen (IBPR), 29.1 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_INDM	V20_INDM	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Indomethacin (INDM), 2.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_INDM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_INDM.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Indomethacin (INDM), 2.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_ISNZ	V20_ISNZ	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Isoniazid (ISNZ), 32.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_ISNZ	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_ISNZ.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Isoniazid (ISNZ), 32.8 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_KTPR	V20_KTPR	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Ketoprofen (KTPR), 5.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_KTPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_KTPR.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Ketoprofen (KTPR), 5.9 mM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_LBPR	V20_LBPR	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Lubiprostone (LBPR), 6 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_LBPR	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_LBPR.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Lubiprostone (LBPR), 6 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_LPRM	V20_LPRM	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_LPRM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	1	Leyuan_20180204_RapidAIM_V20_LPRM.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_LPRM	V20_LPRM	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_LPRM_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	2	Leyuan_20180204_RapidAIM_V20_LPRM_r1.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
V20_LPRM	V20_LPRM	human gut metagenome	feces	fecal material	Homo sapiens	V20	normal	healthy	feces	2	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure	not applicable	Leyuan_20180204_RapidAIM_V20_LPRM_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	300m/z	1800m/z	3	Leyuan_20180204_RapidAIM_V20_LPRM_r2.raw	V20_2018-02-04	Published cohort (Li et al. 2020, Microbiome 8:33, PMID:32160905) reports 5 healthy volunteers; deposited raw data (PRIDE PXD012724) contains 6 distinct donor codes (V1, V20, V22, V23, V24, V25). No donor-code-to-volunteer mapping table exists in the manuscript or its supplementary files, and no explanation for the 6th code was found; host subject id values are therefore kept as raw, unmodified donor codes.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Loperamide oxide monohydrate (LPRM), 162 uM in vitro culture medium concentration, 24 h anaerobic culture exposure
