source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[group]	factor value[label class]
CAB20230201lut_aging_human_TMT_60min_b26_7	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230201lut_aging_human_TMT_60min_b26_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230201lut_aging_human_TMT_60min_b26_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAA20220602lut_Ag2_fpDIA_30min_b25_51_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220602lut_Ag2_fpDIA_30min_b25_51_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220602lut_Ag2_fpDIA_30min_b25_51_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220112lut_Ag2_fpDIA_30min_b10_pool1_2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220112lut_Ag2_fpDIA_30min_b10_pool1_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220112lut_Ag2_fpDIA_30min_b10_pool1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20211221lut_Ag1_fpDIA_30min_b15_16_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211221lut_Ag1_fpDIA_30min_b15_16_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20211221lut_Ag1_fpDIA_30min_b15_16_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
A20220212lut_Ag1_fpDIA_30min_b11_11_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	A20220212lut_Ag1_fpDIA_30min_b11_11_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	A20220212lut_Ag1_fpDIA_30min_b11_11_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230129lut_aging_human_TMT_60min_b25_20	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230129lut_aging_human_TMT_60min_b25_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230129lut_aging_human_TMT_60min_b25_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
A20220206lut_Ag2_fpDIA_30min_b17_13_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	A20220206lut_Ag2_fpDIA_30min_b17_13_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	A20220206lut_Ag2_fpDIA_30min_b17_13_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220212lut_Ag1_fpDIA_30min_b26_11_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220212lut_Ag1_fpDIA_30min_b26_11_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220212lut_Ag1_fpDIA_30min_b26_11_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220910lut_Ag1_fpDIA_30min_b26_15_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220910lut_Ag1_fpDIA_30min_b26_15_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220910lut_Ag1_fpDIA_30min_b26_15_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220212lut_Ag1_fpDIA_30min_b6_1_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220212lut_Ag1_fpDIA_30min_b6_1_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220212lut_Ag1_fpDIA_30min_b6_1_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220403lut_Ag2_fpDIA_30min_b21_32_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220403lut_Ag2_fpDIA_30min_b21_32_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220403lut_Ag2_fpDIA_30min_b21_32_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
A20220206lut_Ag2_fpDIA_30min_b17_39_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	A20220206lut_Ag2_fpDIA_30min_b17_39_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	A20220206lut_Ag2_fpDIA_30min_b17_39_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20230126lut_aging_human_TMT_60min_b10_20	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230126lut_aging_human_TMT_60min_b10_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230126lut_aging_human_TMT_60min_b10_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20220226lut_Ag2_fpDIA_30min_b30_7_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220226lut_Ag2_fpDIA_30min_b30_7_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220226lut_Ag2_fpDIA_30min_b30_7_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20230128lut_aging_human_TMT_60min_b11_12	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230128lut_aging_human_TMT_60min_b11_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230128lut_aging_human_TMT_60min_b11_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220219lut_Ag1_fpDIA_30min_b37_15_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220219lut_Ag1_fpDIA_30min_b37_15_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220219lut_Ag1_fpDIA_30min_b37_15_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220112lut_Ag2_fpDIA_30min_b3_49_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220112lut_Ag2_fpDIA_30min_b3_49_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220112lut_Ag2_fpDIA_30min_b3_49_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220117lut_Ag1_fpDIA_30min_b20_28_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220117lut_Ag1_fpDIA_30min_b20_28_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220117lut_Ag1_fpDIA_30min_b20_28_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220205lut_Ag2_fpDIA_30min_b13_40_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220205lut_Ag2_fpDIA_30min_b13_40_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220205lut_Ag2_fpDIA_30min_b13_40_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220205lut_Ag2_fpDIA_30min_b8_8_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220205lut_Ag2_fpDIA_30min_b8_8_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220205lut_Ag2_fpDIA_30min_b8_8_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20211221lut_Ag1_fpDIA_30min_b15_9_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211221lut_Ag1_fpDIA_30min_b15_9_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20211221lut_Ag1_fpDIA_30min_b15_9_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220205lut_Ag2_fpDIA_30min_b8_29_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220205lut_Ag2_fpDIA_30min_b8_29_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAA20220205lut_Ag2_fpDIA_30min_b8_29_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220130lut_Ag2_fpDIA_30min_b7_6_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220130lut_Ag2_fpDIA_30min_b7_6_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220130lut_Ag2_fpDIA_30min_b7_6_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20211219lut_Ag1_fpDIA_30min_b13_8_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211219lut_Ag1_fpDIA_30min_b13_8_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20211219lut_Ag1_fpDIA_30min_b13_8_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220112lut_Ag2_fpDIA_30min_b3_11_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220112lut_Ag2_fpDIA_30min_b3_11_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220112lut_Ag2_fpDIA_30min_b3_11_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220209lut_Ag2_fpDIA_30min_b19_20_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220209lut_Ag2_fpDIA_30min_b19_20_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220209lut_Ag2_fpDIA_30min_b19_20_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220117lut_Ag1_fpDIA_30min_b20_18_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220117lut_Ag1_fpDIA_30min_b20_18_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220117lut_Ag1_fpDIA_30min_b20_18_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220910lut_Ag1_fpDIA_30min_b28_3_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220910lut_Ag1_fpDIA_30min_b28_3_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220910lut_Ag1_fpDIA_30min_b28_3_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220209lut_Ag2_fpDIA_30min_b19_14_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220209lut_Ag2_fpDIA_30min_b19_14_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220209lut_Ag2_fpDIA_30min_b19_14_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20211207lut_Ag1_fpDIA_30min_b4_9_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211207lut_Ag1_fpDIA_30min_b4_9_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20211207lut_Ag1_fpDIA_30min_b4_9_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20230207lut_aging_human_TMT_60min_b36_3	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230207lut_aging_human_TMT_60min_b36_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230207lut_aging_human_TMT_60min_b36_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220126lut_Ag1_fpDIA_30min_b31_10_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220126lut_Ag1_fpDIA_30min_b31_10_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220126lut_Ag1_fpDIA_30min_b31_10_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
O20220213lut_Ag1_fpDIA_30min_b17_12_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	O20220213lut_Ag1_fpDIA_30min_b17_12_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	O20220213lut_Ag1_fpDIA_30min_b17_12_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
