source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[phenotype]
S171002_14_HT_1.1L_2x	Rattus norvegicus	left nucleus accumbens	neuropathic pain	1	high threshold	S171002_14_HT_1.1L_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_14_HT_1.1L_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_15_HT_1.3L_2x	Rattus norvegicus	left nucleus accumbens	neuropathic pain	2	high threshold	S171002_15_HT_1.3L_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_15_HT_1.3L_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_16_HT_5.1L_2x	Rattus norvegicus	left nucleus accumbens	neuropathic pain	4	high threshold	S171002_16_HT_5.1L_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_16_HT_5.1L_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_17_HT_5.3L_2x	Rattus norvegicus	left nucleus accumbens	neuropathic pain	5	high threshold	S171002_17_HT_5.3L_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_17_HT_5.3L_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_18_HT_16.2L_2x	Rattus norvegicus	left nucleus accumbens	neuropathic pain	8	high threshold	S171002_18_HT_16.2L_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_18_HT_16.2L_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_19_HT_1.1R_2x	Rattus norvegicus	right nucleus accumbens	neuropathic pain	1	high threshold	S171002_19_HT_1.1R_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_19_HT_1.1R_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_20_HT_1.3R_2x	Rattus norvegicus	right nucleus accumbens	neuropathic pain	2	high threshold	S171002_20_HT_1.3R_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_20_HT_1.3R_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_21_HT_5.1R_2x	Rattus norvegicus	right nucleus accumbens	neuropathic pain	4	high threshold	S171002_21_HT_5.1R_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_21_HT_5.1R_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_22_HT_5.3R_2x	Rattus norvegicus	right nucleus accumbens	neuropathic pain	5	high threshold	S171002_22_HT_5.3R_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_22_HT_5.3R_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_23_HT_16.2R_2x	Rattus norvegicus	right nucleus accumbens	neuropathic pain	8	high threshold	S171002_23_HT_16.2R_2x	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_23_HT_16.2R_2x.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_23_HT_16.2R_2x_2nd	Rattus norvegicus	right nucleus accumbens	neuropathic pain	8	high threshold	S171002_23_HT_16.2R_2x_2nd	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_23_HT_16.2R_2x_2nd.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_pool_HT_L_01	Rattus norvegicus	left nucleus accumbens	neuropathic pain	01	high threshold	S171002_pool_HT_L_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_HT_L_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_pool_HT_L_02	Rattus norvegicus	left nucleus accumbens	neuropathic pain	02	high threshold	S171002_pool_HT_L_02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_HT_L_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_pool_HT_L_03	Rattus norvegicus	left nucleus accumbens	neuropathic pain	03	high threshold	S171002_pool_HT_L_03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_HT_L_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_pool_HT_R_01	Rattus norvegicus	right nucleus accumbens	neuropathic pain	01	high threshold	S171002_pool_HT_R_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_HT_R_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_pool_HT_R_02	Rattus norvegicus	right nucleus accumbens	neuropathic pain	02	high threshold	S171002_pool_HT_R_02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_HT_R_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_pool_HT_R_03	Rattus norvegicus	right nucleus accumbens	neuropathic pain	03	high threshold	S171002_pool_HT_R_03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_HT_R_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	high threshold
S171002_pool_LT_L_01	Rattus norvegicus	left nucleus accumbens	neuropathic pain	01	low threshold	S171002_pool_LT_L_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_LT_L_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	low threshold
S171002_pool_LT_L_02	Rattus norvegicus	left nucleus accumbens	neuropathic pain	02	low threshold	S171002_pool_LT_L_02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_LT_L_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	low threshold
S171002_pool_LT_L_03	Rattus norvegicus	left nucleus accumbens	neuropathic pain	03	low threshold	S171002_pool_LT_L_03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_LT_L_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	low threshold
S171002_pool_LT_R_01	Rattus norvegicus	right nucleus accumbens	neuropathic pain	01	low threshold	S171002_pool_LT_R_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_LT_R_01.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	low threshold
S171002_pool_LT_R_02	Rattus norvegicus	right nucleus accumbens	neuropathic pain	02	low threshold	S171002_pool_LT_R_02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_LT_R_02.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	low threshold
S171002_pool_LT_R_03	Rattus norvegicus	right nucleus accumbens	neuropathic pain	03	low threshold	S171002_pool_LT_R_03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	S171002_pool_LT_R_03.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	low threshold
