source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
240214_pericyte_ART4_D8	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART4_rep2_D8_1_7117	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_ART4_rep2_D8_1_7117.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV1_E1	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV1_rep1_E1_1_7120	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIV1_rep1_E1_1_7120.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV1_E1	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV1_rep2_E1_1_7121	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIV1_rep2_E1_1_7121.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV2_E2	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV2_rep1_E2_1_7124	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIV2_rep1_E2_1_7124.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV2_E2	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV2_rep2_E2_1_7125	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIV2_rep2_E2_1_7125.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV3_E3	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV3_rep1_E3_1_7128	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIV3_rep1_E3_1_7128.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV3_E3	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV3_rep2_E3_1_7129	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIV3_rep2_E3_1_7129.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV4_E4	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV4_rep1_E4_1_7132	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIV4_rep1_E4_1_7132.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIV4_E4	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIV4_rep2_E4_1_7133	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIV4_rep2_E4_1_7133.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART1_E5	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART1_rep1_E5_1_7136	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIVART1_rep1_E5_1_7136.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART1_E5	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART1_rep2_E5_1_7137	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIVART1_rep2_E5_1_7137.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART2_E6	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART2_rep1_E6_1_7140	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIVART2_rep1_E6_1_7140.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART2_E6	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART2_rep2_E6_1_7141	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIVART2_rep2_E6_1_7141.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART3_E7	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART3_rep1_E7_1_7144	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIVART3_rep1_E7_1_7144.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART3_E7	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART3_rep2_E7_1_7145	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIVART3_rep2_E7_1_7145.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART4_E8	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART4_rep1_E8_1_7148	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_HIVART4_rep1_E8_1_7148.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_HIVART4_E8	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_HIVART4_rep2_E8_1_7149	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_HIVART4_rep2_E8_1_7149.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle1_D1	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle1_rep1_D1_1_7088	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_Vehicle1_rep1_D1_1_7088.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle1_D1	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle1_rep2_D1_1_7089	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_Vehicle1_rep2_D1_1_7089.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle2_D2	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle2_rep1_D2_1_7092	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_Vehicle2_rep1_D2_1_7092.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle2_D2	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle2_rep2_D2_1_7093	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_Vehicle2_rep2_D2_1_7093.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle3_D3	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle3_rep1_D3_1_7096	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_Vehicle3_rep1_D3_1_7096.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle3_D3	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle3_rep2_D3_1_7097	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_Vehicle3_rep2_D3_1_7097.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle4_D4	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle4_rep1_D4_1_7100	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_Vehicle4_rep1_D4_1_7100.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_Vehicle4_D4	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_Vehicle4_rep2_D4_1_7101	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_Vehicle4_rep2_D4_1_7101.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
HW_01_18_23_AstroS1_A2	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run HW_01_18_23_AstroS1_rep1_A2_1_4498	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	HW_01_18_23_AstroS1_rep1_A2_1_4498.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
HW_01_18_23_AstroS1_A4	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run HW_01_18_23_AstroS1_rep2_A4_1_4500	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	HW_01_18_23_AstroS1_rep2_A4_1_4500.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
