source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
00778_E02_P006161_Z00_N13_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_E02_P006161_Z00_N13_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_E02_P006161_Z00_N13_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_E02_P006161_Z00_N13_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00543_B01_P004018_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00543_B01_P004018_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00543_B01_P004018_R2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00543_B01_P004018_R2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_A01_P007352_S00_N01_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_A01_P007352_S00_N01_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_A01_P007352_S00_N01_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_A01_P007352_S00_N01_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00788_A02_P006083_Z00_I00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00788_A02_P006083_Z00_I00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00788_A02_P006083_Z00_I00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00788_A02_P006083_Z00_I00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_C03_P006397_S00_N19_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_C03_P006397_S00_N19_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_C03_P006397_S00_N19_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_C03_P006397_S00_N19_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_G01_P007352_S00_N07_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_G01_P007352_S00_N07_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_G01_P007352_S00_N07_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_G01_P007352_S00_N07_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_G03_P006397_S00_N23_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_G03_P006397_S00_N23_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_G03_P006397_S00_N23_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_G03_P006397_S00_N23_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_E01_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_E01_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_E01_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_E01_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_H03_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_H03_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_H03_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_H03_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_E03_P006397_S00_N21_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_E03_P006397_S00_N21_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_E03_P006397_S00_N21_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_E03_P006397_S00_N21_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_G01_P006397_S00_N07_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_G01_P006397_S00_N07_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_G01_P006397_S00_N07_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_G01_P006397_S00_N07_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_D02_P006397_S00_N12_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_D02_P006397_S00_N12_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_D02_P006397_S00_N12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_D02_P006397_S00_N12_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00543_E01_P004021_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00543_E01_P004021_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00543_E01_P004021_R2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00543_E01_P004021_R2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00776_A03_P006040_I00_Z00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00776_A03_P006040_I00_Z00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00776_A03_P006040_I00_Z00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00776_A03_P006040_I00_Z00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_G02_P007352_S00_N15_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_G02_P007352_S00_N15_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_G02_P007352_S00_N15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_G02_P007352_S00_N15_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_C01_P006397_S00_N03_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_C01_P006397_S00_N03_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_C01_P006397_S00_N03_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_C01_P006397_S00_N03_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00778_C03_P006161_Z00_N19_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_C03_P006161_Z00_N19_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_C03_P006161_Z00_N19_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_C03_P006161_Z00_N19_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00778_A02_P006161_Z00_N09_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_A02_P006161_Z00_N09_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_A02_P006161_Z00_N09_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_A02_P006161_Z00_N09_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00778_G02_P006161_Z00_N15_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_G02_P006161_Z00_N15_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_G02_P006161_Z00_N15_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_G02_P006161_Z00_N15_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00766_D06_P006038_S00_I00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00766_D06_P006038_S00_I00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00766_D06_P006038_S00_I00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00766_D06_P006038_S00_I00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00766_F06_P006040_S00_I00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00766_F06_P006040_S00_I00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00766_F06_P006040_S00_I00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00766_F06_P006040_S00_I00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_G03_P007352_S00_N23_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_G03_P007352_S00_N23_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_G03_P007352_S00_N23_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_G03_P007352_S00_N23_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
