source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
Obc01967oldtune	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc01967oldtune	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc01967oldtune.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc01967oldtune.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02152	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02152	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02152.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02152.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02141	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02141	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02141.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02141.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02157	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02157	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02157.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02157.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02153	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02153	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02153.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02153.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02144	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02144	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02144.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02144.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
obc02488	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	obc02488	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	obc02488.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/obc02488.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02143	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02143	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02143.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02143.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc01992	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc01992	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc01992.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc01992.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
obc02489	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	obc02489	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	obc02489.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/obc02489.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02151	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02151	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02151.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02151.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc01977	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc01977	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc01977.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc01977.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc01984	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc01984	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc01984.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc01984.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc01983	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc01983	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc01983.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc01983.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
obc02473	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	obc02473	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	obc02473.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/obc02473.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02148	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02148	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02148.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02148.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02137	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02137	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02137.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02137.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
obc02470	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	obc02470	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	obc02470.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/obc02470.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
obc02496	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	obc02496	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	obc02496.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/obc02496.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02236	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02236	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02236.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02236.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc02159	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc02159	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc02159.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc02159.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
obc02483	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	obc02483	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	obc02483.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/obc02483.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Obc01988	Mus musculus	not available	not applicable	not available	phosphopeptide enrichment (TiO2)	1	Obc01988	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap;AC=MS:1000449	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Obc01988.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000406/Obc01988.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
