source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
R17279_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-9	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	9	R17279_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17279_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-9.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17279_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-9.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17256_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-1	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	R17256_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17256_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17256_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17278_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17278_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17278_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17278_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17162_1834_WT_S37P_nr1_Nter_28-32-12	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	12	R17162_1834_WT_S37P_nr1_Nter_28-32-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17162_1834_WT_S37P_nr1_Nter_28-32-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17162_1834_WT_S37P_nr1_Nter_28-32-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17440_1838_WT_S37P_nr2_Nter_24-28-3	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	R17440_1838_WT_S37P_nr2_Nter_24-28-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17440_1838_WT_S37P_nr2_Nter_24-28-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17440_1838_WT_S37P_nr2_Nter_24-28-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17176_1834_WT_S37P_nr1_Nter_24-28-11	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	11	R17176_1834_WT_S37P_nr1_Nter_24-28-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17176_1834_WT_S37P_nr1_Nter_24-28-11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17176_1834_WT_S37P_nr1_Nter_24-28-11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17433_1838_WT_S37P_nr2_Nter_28-32-11	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	11	R17433_1838_WT_S37P_nr2_Nter_28-32-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17433_1838_WT_S37P_nr2_Nter_28-32-11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17433_1838_WT_S37P_nr2_Nter_28-32-11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17273_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-3	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	R17273_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17273_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17273_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17272_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-2	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	R17272_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17272_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17272_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17259_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-4	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	R17259_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17259_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17259_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17276_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-6	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	R17276_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17276_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17276_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17248_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17248_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17248_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17248_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17460_1838_WT_S37P_nr2_Nter_20-24-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17460_1838_WT_S37P_nr2_Nter_20-24-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17460_1838_WT_S37P_nr2_Nter_20-24-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17460_1838_WT_S37P_nr2_Nter_20-24-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17250_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-10	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	10	R17250_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17250_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17250_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17561_1834_WT_S37P_nr1_Nter_20-24-12	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	12	R17561_1834_WT_S37P_nr1_Nter_20-24-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17561_1834_WT_S37P_nr1_Nter_20-24-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17561_1834_WT_S37P_nr1_Nter_20-24-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17156_1834_WT_S37P_nr1_Nter_28-32-6	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	R17156_1834_WT_S37P_nr1_Nter_28-32-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17156_1834_WT_S37P_nr1_Nter_28-32-6.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17156_1834_WT_S37P_nr1_Nter_28-32-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17280_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-10	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	10	R17280_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17280_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17280_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17267_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-12	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	12	R17267_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17267_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17267_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17530_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-3	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	R17530_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17530_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17530_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
