source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[human leukocyte antigen]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]	factor value[human leukocyte antigen]
PXD019643-Sample-6	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN04	1	organism part	not available	run 17	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160818_AM_AUT01-DN04_Liver_W6-32_10%_DDA_2_400-650mz_msms5_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160818_AM_AUT01-DN04_Liver_W6-32_10%_DDA_2_400-650mz_msms5_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-6	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN04	1	organism part	not available	run 18	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160818_AM_AUT01-DN04_Liver_W6-32_10%_DDA_3_400-650mz_msms6_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160818_AM_AUT01-DN04_Liver_W6-32_10%_DDA_3_400-650mz_msms6_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-7	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 19	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170929_AM_AUT01-DN17_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms6_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170929_AM_AUT01-DN17_AdrenalGland_W6-32_10%_DDA_1_400-650mz_msms6_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-7	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 20	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170929_AM_AUT01-DN17_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms7_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170929_AM_AUT01-DN17_AdrenalGland_W6-32_10%_DDA_2_400-650mz_msms7_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-7	Homo sapiens	adrenal gland	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 21	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170929_AM_AUT01-DN17_AdrenalGland_W6-32_10%_DDA_3_400-650mz_msm8_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170929_AM_AUT01-DN17_AdrenalGland_W6-32_10%_DDA_3_400-650mz_msm8_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	adrenal gland	Human leukocyte antigen class I
PXD019643-Sample-12	Homo sapiens	aorta	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 34	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170513_AM_AUT01-DN15_Aorta_W6-32_10%_DDA_1_400-650mz_msms27_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170513_AM_AUT01-DN15_Aorta_W6-32_10%_DDA_1_400-650mz_msms27_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	aorta	Human leukocyte antigen class I
PXD019643-Sample-12	Homo sapiens	aorta	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 35	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170513_AM_AUT01-DN15_Aorta_W6-32_10%_DDA_2_400-650mz_msms28_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170513_AM_AUT01-DN15_Aorta_W6-32_10%_DDA_2_400-650mz_msms28_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	aorta	Human leukocyte antigen class I
PXD019643-Sample-12	Homo sapiens	aorta	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN15	1	organism part	not available	run 36	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170513_AM_AUT01-DN15_Aorta_W6-32_10%_DDA_3_400-650mz_msms29_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170513_AM_AUT01-DN15_Aorta_W6-32_10%_DDA_3_400-650mz_msms29_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	aorta	Human leukocyte antigen class I
PXD019643-Sample-13	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 37	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160607_DK_AUT01-DN08_Tongue_W6-32_20%_DDA_1_400-650mz_msms4_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160607_DK_AUT01-DN08_Tongue_W6-32_20%_DDA_1_400-650mz_msms4_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-13	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 38	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160608_DK_AUT01-DN08_Tongue_W6-32_20%_DDA_2_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160608_DK_AUT01-DN08_Tongue_W6-32_20%_DDA_2_400-650mz_msms2_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-13	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN08	1	organism part	not available	run 39	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160608_DK_AUT01-DN08_Tongue_W6-32_20%_DDA_3_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160608_DK_AUT01-DN08_Tongue_W6-32_20%_DDA_3_400-650mz_msms3_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-14	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 40	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170502_AM_AUT01-DN12_SmallIntestine_W6-32_10%_DDA_1_400-650mz_msms28_Jejunum.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170502_AM_AUT01-DN12_SmallIntestine_W6-32_10%_DDA_1_400-650mz_msms28_Jejunum.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-14	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 41	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170502_AM_AUT01-DN12_SmallIntestine_W6-32_10%_DDA_2_400-650mz_msms39_Jejunum.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170502_AM_AUT01-DN12_SmallIntestine_W6-32_10%_DDA_2_400-650mz_msms39_Jejunum.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-14	Homo sapiens	small intestine	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN12	1	organism part	not available	run 42	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170502_AM_AUT01-DN12_SmallIntestine_W6-32_10%_DDA_3_400-650mz_msms30_Jejunum.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170502_AM_AUT01-DN12_SmallIntestine_W6-32_10%_DDA_3_400-650mz_msms30_Jejunum.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	small intestine	Human leukocyte antigen class I
PXD019643-Sample-16	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN04	1	organism part	not available	run 46	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170907_AM_AUT01-DN04_Heart_W6-32_10%_DDA_1_400-650mz_msms13_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170907_AM_AUT01-DN04_Heart_W6-32_10%_DDA_1_400-650mz_msms13_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
PXD019643-Sample-16	Homo sapiens	heart	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN04	1	organism part	not available	run 47	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170907_AM_AUT01-DN04_Heart_W6-32_10%_DDA_2_400-650mz_msms14_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170907_AM_AUT01-DN04_Heart_W6-32_10%_DDA_2_400-650mz_msms14_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	heart	Human leukocyte antigen class I
