source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]
N20240322wangyr_MTCQY_60min_DIA_pool_all_b5_Slot1-10_1_26185.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_pool_all_b5_Slot1-10_1_26185.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_pool_all_b5_Slot1-10_1_26185.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_pool_all_b6_Slot1-10_1_26214.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_pool_all_b6_Slot1-10_1_26214.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_pool_all_b6_Slot1-10_1_26214.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_10_Slot1-31_1_26262.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_10_Slot1-31_1_26262.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_10_Slot1-31_1_26262.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_7_Slot1-28_1_26258.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_7_Slot1-28_1_26258.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_7_Slot1-28_1_26258.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_8_Slot1-29_1_26259.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_8_Slot1-29_1_26259.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_8_Slot1-29_1_26259.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_9_Slot1-30_1_26260.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_9_Slot1-30_1_26260.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b17_9_Slot1-30_1_26260.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_10_Slot1-21_1_26249.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_10_Slot1-21_1_26249.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_10_Slot1-21_1_26249.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_11_Slot1-22_1_26250.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_11_Slot1-22_1_26250.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_11_Slot1-22_1_26250.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_12_Slot1-23_1_26252.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_12_Slot1-23_1_26252.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_12_Slot1-23_1_26252.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_13_Slot1-24_1_26253.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_13_Slot1-24_1_26253.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_13_Slot1-24_1_26253.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_14_Slot1-25_1_26254.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_14_Slot1-25_1_26254.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_14_Slot1-25_1_26254.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_15_Slot1-26_1_26255.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_15_Slot1-26_1_26255.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_15_Slot1-26_1_26255.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_1_Slot1-12_1_26238.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_1_Slot1-12_1_26238.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_1_Slot1-12_1_26238.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_1_rep_Slot1-12_1_26263.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_1_rep_Slot1-12_1_26263.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_1_rep_Slot1-12_1_26263.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_2_Slot1-13_1_26239.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_2_Slot1-13_1_26239.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_2_Slot1-13_1_26239.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_3_Slot1-14_1_26240.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_3_Slot1-14_1_26240.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_3_Slot1-14_1_26240.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_4_Slot1-15_1_26242.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_4_Slot1-15_1_26242.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_4_Slot1-15_1_26242.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_5_Slot1-16_1_26243.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_5_Slot1-16_1_26243.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_5_Slot1-16_1_26243.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_6_Slot1-17_1_26244.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_6_Slot1-17_1_26244.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_6_Slot1-17_1_26244.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_7_Slot1-18_1_26245.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_7_Slot1-18_1_26245.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_7_Slot1-18_1_26245.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_8_Slot1-19_1_26247.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_8_Slot1-19_1_26247.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_8_Slot1-19_1_26247.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_9_Slot1-20_1_26248.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_9_Slot1-20_1_26248.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_MTCZGY_b18_9_Slot1-20_1_26248.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240324wangyr_MTCZGY_60min_DIA_pool_all_b18_Slot1-10_1_26237.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240324wangyr_MTCZGY_60min_DIA_pool_all_b18_Slot1-10_1_26237.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240324wangyr_MTCZGY_60min_DIA_pool_all_b18_Slot1-10_1_26237.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_10_Slot1-21_1_26297.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_10_Slot1-21_1_26297.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_10_Slot1-21_1_26297.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_11_Slot1-22_1_26298.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_11_Slot1-22_1_26298.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_11_Slot1-22_1_26298.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_12_Slot1-23_1_26299.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_12_Slot1-23_1_26299.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_12_Slot1-23_1_26299.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_13_Slot1-24_1_26302.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_13_Slot1-24_1_26302.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_13_Slot1-24_1_26302.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_14_Slot1-25_1_26303.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_14_Slot1-25_1_26303.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_14_Slot1-25_1_26303.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_15_Slot1-26_1_26304.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_15_Slot1-26_1_26304.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240326wangyr_MTCALN_DL_60min_DIA_MTCALN_DL_b7_15_Slot1-26_1_26304.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
