source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
13-0406_Gautron_16h_11_ORBI511	gallus gallus	not available	not applicable	not available	1	13-0406_Gautron_16h_11_ORBI511	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0406_Gautron_16h_11_ORBI511.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0406_Gautron_16h_11_ORBI511.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0706_Gautron_7h_1b_ORBI546	gallus gallus	not available	not applicable	not available	1	13-0706_Gautron_7h_1b_ORBI546	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0706_Gautron_7h_1b_ORBI546.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0706_Gautron_7h_1b_ORBI546.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1706_Gautron_16h_11c_ORBI633	gallus gallus	not available	not applicable	not available	1	13-1706_Gautron_16h_11c_ORBI633	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1706_Gautron_16h_11c_ORBI633.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1706_Gautron_16h_11c_ORBI633.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1206_Gautron_5h_3c_ORBI580	gallus gallus	not available	not applicable	not available	1	13-1206_Gautron_5h_3c_ORBI580	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1206_Gautron_5h_3c_ORBI580.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1206_Gautron_5h_3c_ORBI580.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0706_Gautron_6h_11b_ORBI541	gallus gallus	not available	not applicable	not available	1	13-0706_Gautron_6h_11b_ORBI541	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0706_Gautron_6h_11b_ORBI541.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0706_Gautron_6h_11b_ORBI541.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-3105_Gautron_7h_8_ORBI493	gallus gallus	not available	not applicable	not available	1	13-3105_Gautron_7h_8_ORBI493	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-3105_Gautron_7h_8_ORBI493.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-3105_Gautron_7h_8_ORBI493.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1506_Gautron_7h_4c_ORBI611	gallus gallus	not available	not applicable	not available	1	13-1506_Gautron_7h_4c_ORBI611	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1506_Gautron_7h_4c_ORBI611.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1506_Gautron_7h_4c_ORBI611.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1506_Gautron_7h_9c_ORBI616	gallus gallus	not available	not applicable	not available	1	13-1506_Gautron_7h_9c_ORBI616	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1506_Gautron_7h_9c_ORBI616.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1506_Gautron_7h_9c_ORBI616.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0506_Gautron_5h_8b_ORBI523	gallus gallus	not available	not applicable	not available	1	13-0506_Gautron_5h_8b_ORBI523	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0506_Gautron_5h_8b_ORBI523.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0506_Gautron_5h_8b_ORBI523.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0706_Gautron_7h_4b_ORBI549	gallus gallus	not available	not applicable	not available	1	13-0706_Gautron_7h_4b_ORBI549	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0706_Gautron_7h_4b_ORBI549.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0706_Gautron_7h_4b_ORBI549.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1706_Gautron_16h_1c_ORBI623	gallus gallus	not available	not applicable	not available	1	13-1706_Gautron_16h_1c_ORBI623	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1706_Gautron_16h_1c_ORBI623.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1706_Gautron_16h_1c_ORBI623.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0606_Gautron_6h_5b_ORBI535	gallus gallus	not available	not applicable	not available	1	13-0606_Gautron_6h_5b_ORBI535	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0606_Gautron_6h_5b_ORBI535.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0606_Gautron_6h_5b_ORBI535.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0606_Gautron_6h_3b_ORBI533	gallus gallus	not available	not applicable	not available	1	13-0606_Gautron_6h_3b_ORBI533	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0606_Gautron_6h_3b_ORBI533.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0606_Gautron_6h_3b_ORBI533.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1006_Gautron_7h_14_ORBI561	gallus gallus	not available	not applicable	not available	1	13-1006_Gautron_7h_14_ORBI561	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1006_Gautron_7h_14_ORBI561.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1006_Gautron_7h_14_ORBI561.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-0706_Gautron_7h_7b_ORBI552	gallus gallus	not available	not applicable	not available	1	13-0706_Gautron_7h_7b_ORBI552	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-0706_Gautron_7h_7b_ORBI552.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-0706_Gautron_7h_7b_ORBI552.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1106_Gautron_16h_7b_ORBI569	gallus gallus	not available	not applicable	not available	1	13-1106_Gautron_16h_7b_ORBI569	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1106_Gautron_16h_7b_ORBI569.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1106_Gautron_16h_7b_ORBI569.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1006_Gautron_16h_3b_ORBI565	gallus gallus	not available	not applicable	not available	1	13-1006_Gautron_16h_3b_ORBI565	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1006_Gautron_16h_3b_ORBI565.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1006_Gautron_16h_3b_ORBI565.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1006_Gautron_16h_5b_ORBI567	gallus gallus	not available	not applicable	not available	1	13-1006_Gautron_16h_5b_ORBI567	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1006_Gautron_16h_5b_ORBI567.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1006_Gautron_16h_5b_ORBI567.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
13-1706_Gautron_16h_8c_ORBI630	gallus gallus	not available	not applicable	not available	1	13-1706_Gautron_16h_8c_ORBI630	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	5 ppm	5000 Da	sds page	1	1	13-1706_Gautron_16h_8c_ORBI630.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD001450/13-1706_Gautron_16h_8c_ORBI630.mzML	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
