source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[strain or breed]	factor value[sample type]
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	7	1	20230206_borrelia_5A4B31_rprp_F7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	8	1	20230206_borrelia_5A4B31_rprp_F8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	9	1	20230206_borrelia_5A4B31_rprp_F9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	1	1	20230206_borrelia_B31_rprp_F1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	10	1	20230206_borrelia_B31_rprp_F10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	11	1	20230206_borrelia_B31_rprp_F11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	12	1	20230206_borrelia_B31_rprp_F12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	13	1	20230206_borrelia_B31_rprp_F13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	14	1	20230206_borrelia_B31_rprp_F14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	2	1	20230206_borrelia_B31_rprp_F2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	3	1	20230206_borrelia_B31_rprp_F3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	4	1	20230206_borrelia_B31_rprp_F4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	5	1	20230206_borrelia_B31_rprp_F5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	6	1	20230206_borrelia_B31_rprp_F6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	7	1	20230206_borrelia_B31_rprp_F7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	8	1	20230206_borrelia_B31_rprp_F8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
B31_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20230206_borrelia_B31_rprp_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	9	1	20230206_borrelia_B31_rprp_F9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	1	1	20230206_borrelia_MM1_rprp_F1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	10	1	20230206_borrelia_MM1_rprp_F10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	11	1	20230206_borrelia_MM1_rprp_F11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	12	1	20230206_borrelia_MM1_rprp_F12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	13	1	20230206_borrelia_MM1_rprp_F13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	14	1	20230206_borrelia_MM1_rprp_F14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	2	1	20230206_borrelia_MM1_rprp_F2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	3	1	20230206_borrelia_MM1_rprp_F3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	4	1	20230206_borrelia_MM1_rprp_F4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	5	1	20230206_borrelia_MM1_rprp_F5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	6	1	20230206_borrelia_MM1_rprp_F6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	7	1	20230206_borrelia_MM1_rprp_F7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	8	1	20230206_borrelia_MM1_rprp_F8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
MM1_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20230206_borrelia_MM1_rprp_F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	9	1	20230206_borrelia_MM1_rprp_F9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	total proteome
