source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[strain or breed]	factor value[sample type]
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	3	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	3	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_001_new_method	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_001_new_method.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	3	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_002_new_method	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	3	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_002_new_method.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	3	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_003_new_method	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	4	20171101_Qexactive_JP_Borrelia_2hrs_5A4_Rep-3_003_new_method.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
unknown_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	cell	1	20171101_Qexactive_JP_Borrelia_2hrs_OspCA_SF_bacteria_Rep-1_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20171101_Qexactive_JP_Borrelia_2hrs_OspCA_SF_bacteria_Rep-1_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	not available	not available
B31-5A4_phosphoproteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_ReSyn_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	7	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_ReSyn_001.raw.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	phosphoproteome
B31-5A4_phosphoproteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_ReSyn_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	8	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_ReSyn_002.raw.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	phosphoproteome
B31-5A4_phosphoproteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_Titan_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	9	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_Titan_001.raw.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	phosphoproteome
B31-5A4_phosphoproteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_Titan_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	10	20171102_Qexactive_JP_Borrelia_2hrs_5A4_B31_Phospho_Titan_002.raw.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	phosphoproteome
unknown_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	cell	1	20171204_SL_Jaipal_MMI3_A_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20171204_SL_Jaipal_MMI3_A_01.raw.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	not available	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20171219_Qexactive_JP_5A4_Titansphere_rep-1_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	5	20171219_Qexactive_JP_5A4_Titansphere_rep-1_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	2	20171219_Qexactive_JP_5A4_Titansphere_rep-2_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	5	20171219_Qexactive_JP_5A4_Titansphere_rep-2_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20171220_Qexactive_JP_5A4_Biotin_Rep-1_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	6	20171220_Qexactive_JP_5A4_Biotin_Rep-1_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	2	20171220_Qexactive_JP_5A4_Biotin_Rep-2_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	6	20171220_Qexactive_JP_5A4_Biotin_Rep-2_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	3	20171220_Qexactive_JP_5A4_Biotin_Rep-3_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	5	20171220_Qexactive_JP_5A4_Biotin_Rep-3_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20181120_QExactive_5A4-B31_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	7	20181120_QExactive_5A4-B31_001.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20181127_QExactive_5A4_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	8	20181127_QExactive_5A4_002.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
B31-5A4_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20181127_QExactive_5A4_003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	9	20181127_QExactive_5A4_003.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20191115_Borrrelia_MM1_Fusion_DDA_Top40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	18	20191115_Borrrelia_MM1_Fusion_DDA_Top40.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20191115_Borrrelia_MM1_TOF_DDA_Top40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	19	20191115_Borrrelia_MM1_TOF_DDA_Top40.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	1	1	20230206_borrelia_5A4B31_rprp_F1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	10	1	20230206_borrelia_5A4B31_rprp_F10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	11	1	20230206_borrelia_5A4B31_rprp_F11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	12	1	20230206_borrelia_5A4B31_rprp_F12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	13	1	20230206_borrelia_5A4B31_rprp_F13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	14	1	20230206_borrelia_5A4B31_rprp_F14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	2	1	20230206_borrelia_5A4B31_rprp_F2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	3	1	20230206_borrelia_5A4B31_rprp_F3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	4	1	20230206_borrelia_5A4B31_rprp_F4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	5	1	20230206_borrelia_5A4B31_rprp_F5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
B31-5A4_total_proteome	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31-5A4	cell	1	20230206_borrelia_5A4B31_rprp_F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	0.02 Da	6	1	20230206_borrelia_5A4B31_rprp_F6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31-5A4	total proteome
