source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[fractionation method]
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 11	proteomic profiling by mass spectrometry	8	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 12	proteomic profiling by mass spectrometry	9	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 13	proteomic profiling by mass spectrometry	10	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 14	proteomic profiling by mass spectrometry	11	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 15	proteomic profiling by mass spectrometry	12	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 16	proteomic profiling by mass spectrometry	13	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 17	proteomic profiling by mass spectrometry	14	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 18	proteomic profiling by mass spectrometry	15	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 19	proteomic profiling by mass spectrometry	16	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 20	proteomic profiling by mass spectrometry	17	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 21	proteomic profiling by mass spectrometry	18	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 22	proteomic profiling by mass spectrometry	19	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 23	proteomic profiling by mass spectrometry	20	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 24	proteomic profiling by mass spectrometry	21	1	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_23-25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 25	proteomic profiling by mass spectrometry	1	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_1-3_191221232043.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 26	proteomic profiling by mass spectrometry	1	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_1-3_191222002312.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 27	proteomic profiling by mass spectrometry	2	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_4_191219191744.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 28	proteomic profiling by mass spectrometry	2	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_4_191219202018.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 29	proteomic profiling by mass spectrometry	3	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_5_191219212249.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 30	proteomic profiling by mass spectrometry	3	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_5_191219222520.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 31	proteomic profiling by mass spectrometry	4	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_6_191219232751.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 32	proteomic profiling by mass spectrometry	4	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_6_191220003020.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 33	proteomic profiling by mass spectrometry	5	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_7_191220140025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 34	proteomic profiling by mass spectrometry	5	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_7_191220150305.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 35	proteomic profiling by mass spectrometry	6	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_8_191220160535.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 36	proteomic profiling by mass spectrometry	6	3	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_8_191220170804.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
HepG2 sample 1	Homo sapiens	liver	hepatocellular carcinoma	hepatocyte	1	cell line	HepG2	CVCL_0027	HepG2	not available	not available	run 37	proteomic profiling by mass spectrometry	7	2	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N;MT=Variable	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	HepG2_9_191220181035.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	2D-LC
