source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
conjunctiva	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=conjunctiva;AC=UBERON:0001811	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	11	1	RabbitConjunctiva-Fraction11_Slot1-38_01_3009.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=conjunctiva;AC=UBERON:0001811
conjunctiva	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=conjunctiva;AC=UBERON:0001811	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	12	1	RabbitConjunctiva-Fraction12_Slot1-39_01_3010.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=conjunctiva;AC=UBERON:0001811
conjunctiva	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=conjunctiva;AC=UBERON:0001811	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	13	1	RabbitConjunctiva-Fraction13_Slot1-40_01_3011.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=conjunctiva;AC=UBERON:0001811
conjunctiva	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=conjunctiva;AC=UBERON:0001811	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	14	1	RabbitConjunctiva-Fraction14_Slot1-41_01_3012.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=conjunctiva;AC=UBERON:0001811
conjunctiva	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=conjunctiva;AC=UBERON:0001811	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	15	1	RabbitConjunctiva-Fraction15_Slot1-42_01_3013.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=conjunctiva;AC=UBERON:0001811
conjunctiva	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=conjunctiva;AC=UBERON:0001811	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	16	1	RabbitConjunctiva-Fraction16_Slot1-43_01_3014.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=conjunctiva;AC=UBERON:0001811
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	RabbitCornea-Fraction1_Slot1-28_01_2980.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	2	1	RabbitCornea-Fraction2_Slot1-29_01_2981.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	3	1	RabbitCornea-Fraction3_Slot1-30_01_2982.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	4	1	RabbitCornea-Fraction4_Slot1-31_01_2983.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	5	1	RabbitCornea-Fraction5_Slot1-32_01_2984.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	6	1	RabbitCornea-Fraction6_Slot1-33_01_2985.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	7	1	RabbitCornea-Fraction7_Slot1-34_01_2986.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	8	1	RabbitCornea-Fraction8_Slot1-35_01_2987.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	9	1	RabbitCornea-Fraction9_Slot1-36_01_2988.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	10	1	RabbitCornea-Fraction10_Slot1-37_01_2989.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	11	1	RabbitCornea-Fraction11_Slot1-38_01_2990.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	12	1	RabbitCornea-Fraction12_Slot1-39_01_2991.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	13	1	RabbitCornea-Fraction13_Slot1-40_01_2992.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	14	1	RabbitCornea-Fraction14_Slot1-41_01_2993.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	15	1	RabbitCornea-Fraction15_Slot1-42_01_2994.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
cornea	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=cornea;AC=UBERON:0000964	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	16	1	RabbitCornea-Fraction16_Slot1-43_01_2995.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=cornea;AC=UBERON:0000964
