source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
d9_8505	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	d9_8505	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	d9_8505.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e10_1814	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e10_1814	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e10_1814.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e11_7103	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e11_7103	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e11_7103.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e12_3107	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e12_3107	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e12_3107.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e1_4606	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e1_4606	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e1_4606.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e1_ii_3108	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e1_ii_3108	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e1_ii_3108.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e2_4308	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e2_4308	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e2_4308.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e3_2803	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e3_2803	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e3_2803.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e4_5301	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e4_5301	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e4_5301.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e5_5506	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e5_5506	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e5_5506.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e6_7306	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e6_7306	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e6_7306.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e7_4528	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e7_4528	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e7_4528.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e8_3504	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e8_3504	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e8_3504.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
e9_4716	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	e9_4716	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	e9_4716.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f10_5202	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f10_5202	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f10_5202.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f11_3405	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f11_3405	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f11_3405.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f12_7411	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f12_7411	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f12_7411.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f1_6301	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f1_6301	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f1_6301.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f1_ii_4710	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f1_ii_4710	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f1_ii_4710.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f2_7203	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f2_7203	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f2_7203.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f3_8822	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f3_8822	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f3_8822.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f4_3305	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f4_3305	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f4_3305.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f5_2801	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f5_2801	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f5_2801.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f6_608	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f6_608	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f6_608.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f7_4711	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f7_4711	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f7_4711.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f8_7407	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f8_7407	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f8_7407.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
f9_7706	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	f9_7706	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	f9_7706.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g10_4702	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g10_4702	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g10_4702.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g11_5605	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g11_5605	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g11_5605.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g12_3304	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g12_3304	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g12_3304.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
g1_5304	Hordeum vulgare	spike	not available	not available	whole plant fruit formation stage	not available	not available	not available	tissue	study sample	1	g1_5304	proteomic profiling by mass spectrometry	NT=maXis;AC=MS:1001541	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	10 ppm	0.05 Da	NT=time-of-flight;AC=MS:1000084	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Two Dimensional Polyacrylamide Gel Electrophoresis;AC=PRIDE:0000122	1	1	g1_5304.baf	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	spike
