source name	characteristics[sample name]	characteristics[organism]	characteristics[environmental medium]	characteristics[microbiome source]	characteristics[geographic location]	characteristics[project name]	characteristics[host organism]	characteristics[host body site]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[synthetic peptide]	characteristics[depletion]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[ms2 scan range]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[fraction identifier]	comment[technical replicate]	comment[sample storage temperature]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
VIGR-142	VIGR-142	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 56	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-142.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-372	VIGR-372	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 57	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-372_190414193740.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-372	VIGR-372	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 58	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-372.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-374	VIGR-374	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 59	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-374_190414230423.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-374	VIGR-374	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 60	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-374.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-376	VIGR-376	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 61	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-376_190415023103.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-376	VIGR-376	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 62	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-376.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-378	VIGR-378	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 63	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-378_190415055758.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-378	VIGR-378	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 64	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-378.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-379	VIGR-379	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 65	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-379_190415114926.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-379	VIGR-379	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 66	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-379.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-380	VIGR-380	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 67	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-380_190415151621.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-380	VIGR-380	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 68	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-380.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-381	VIGR-381	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 69	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-381_190415184321.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-381	VIGR-381	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 70	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-381.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-382	VIGR-382	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 71	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-382_190415221034.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-382	VIGR-382	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 72	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-382.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-384	VIGR-384	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 73	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-384_190416013717.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-384	VIGR-384	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 74	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-384.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-385	VIGR-385	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 75	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-385_190416050423.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-385	VIGR-385	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 76	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-385.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-386	VIGR-386	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 77	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-386_190416083128.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-386	VIGR-386	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 78	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-386.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-387	VIGR-387	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 79	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-387_190416115814.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-387	VIGR-387	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 80	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-387.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-388	VIGR-388	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 81	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20190306_Pat_VIGR_VIGR-388_190416174958.raw	1	1	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
VIGR-388	VIGR-388	human gut metagenome	feces	gut microbiome	Australia	VIGR-birth-cohort	Homo sapiens	feces	feces	1	not pooled	study sample	not synthetic	no depletion	run 82	proteomic profiling by mass spectrometry	NT=Q Exactive Plus;AC=MS:1002634	NT=label free sample;AC=MS:1002038	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=HCD;AC=MS:1000422	NT=orbitrap;AC=MS:1000484	300m/z-1800m/z	200m/z-2000m/z	29 NCE	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	2-Chloroacetaldehyde	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	201905_Pat_VIGR_VIGR-388.raw	1	2	-80 °C	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation
