source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[strain or breed]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[pooled sample]	characteristics[material type]	characteristics[spiked compound]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[age]
PXD005573_S1BF_library_P4	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	not available	not available	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-120min-22W-BC-P4_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	var_D150908_DDA_R01_S209-120min-22W-BC-P4_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-120min-22W-BC-P4_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	not available
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-11-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	var_D150908_DDA_R01_S209-2ul-BC-11-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-11-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-12-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	2	var_D150908_DDA_R01_S209-2ul-BC-12-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-12-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D
PXD005573_S1BF_P9_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	9D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-13-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	3	var_D150908_DDA_R01_S209-2ul-BC-13-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-13-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	9D
PXD005573_S1BF_P15_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	15D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-21-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	var_D150908_DDA_R01_S209-2ul-BC-21-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-21-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	15D
PXD005573_S1BF_P15_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	15D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-22-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	2	var_D150908_DDA_R01_S209-2ul-BC-22-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-22-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	15D
PXD005573_S1BF_P15_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	15D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-23-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	3	var_D150908_DDA_R01_S209-2ul-BC-23-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-23-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	15D
PXD005573_S1BF_P30_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	30D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-31-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	var_D150908_DDA_R01_S209-2ul-BC-31-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-31-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	30D
PXD005573_S1BF_P30_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	30D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-32-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	2	var_D150908_DDA_R01_S209-2ul-BC-32-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-32-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	30D
PXD005573_S1BF_P30_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	30D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-33-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	3	var_D150908_DDA_R01_S209-2ul-BC-33-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-33-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	30D
PXD005573_S1BF_P54_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	54D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-41-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	1	var_D150908_DDA_R01_S209-2ul-BC-41-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-41-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	54D
PXD005573_S1BF_P54_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	54D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-42-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	2	var_D150908_DDA_R01_S209-2ul-BC-42-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-42-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	54D
PXD005573_S1BF_P54_pool	Mus musculus	barrel cortex	not applicable	normal	C57BL/6J	Theiler stage 28	54D	not available	pooled	tissue	CT=mixture;CN=iRT kit;CV=Biognosys	1	var_D150908_DDA_R01_S209-2ul-BC-43-DDA_T0	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	4.5 ppm	20 ppm	not applicable	1	3	var_D150908_DDA_R01_S209-2ul-BC-43-DDA_T0.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD005573/var_D150908_DDA_R01_S209-2ul-BC-43-DDA_T0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	54D
