source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20140311_06_qEx_TT_T90_Julie_JK414_IP_lysC_T1_IT1s	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140311_06_qEx_TT_T90_Julie_JK414_IP_lysC_T1_IT1s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140311_06_qEx_TT_T90_Julie_JK414_IP_lysC_T1_IT1s.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140311_06_qEx_TT_T90_Julie_JK414_IP_lysC_T1_IT1s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140723_13_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH6	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140723_13_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140723_13_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140723_13_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140725_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_I_pH4	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140725_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_I_pH4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140725_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_I_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140725_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_I_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140728_05_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_II_pH6	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140728_05_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_II_pH6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140728_05_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_II_pH6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140728_05_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_II_pH6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20150707_17_qEx_TT_T150_Julie_totprot_LF_JK408_II_trp	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20150707_17_qEx_TT_T150_Julie_totprot_LF_JK408_II_trp	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20150707_17_qEx_TT_T150_Julie_totprot_LF_JK408_II_trp.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20150707_17_qEx_TT_T150_Julie_totprot_LF_JK408_II_trp.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140722_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH3	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140722_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140722_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140722_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140308_03_qEx_TT_T60_Julie_JK414_IP_lysC	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140308_03_qEx_TT_T60_Julie_JK414_IP_lysC	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140308_03_qEx_TT_T60_Julie_JK414_IP_lysC.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140308_03_qEx_TT_T60_Julie_JK414_IP_lysC.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140720_03_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH4	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140720_03_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140720_03_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140720_03_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140720_07_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH11	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140720_07_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140720_07_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140720_07_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_I_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20150707_30_qEx_TT_T150_Julie_totprot_LF_JK354_III_trp	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20150707_30_qEx_TT_T150_Julie_totprot_LF_JK354_III_trp	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20150707_30_qEx_TT_T150_Julie_totprot_LF_JK354_III_trp.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20150707_30_qEx_TT_T150_Julie_totprot_LF_JK354_III_trp.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140420_20_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_III_gluC_T1_IT1s	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140420_20_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_III_gluC_T1_IT1s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140420_20_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_III_gluC_T1_IT1s.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140420_20_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_III_gluC_T1_IT1s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20131217_10_qEx_TT_T90_Julie_JK414_IP_lysc_T1_IT1s	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20131217_10_qEx_TT_T90_Julie_JK414_IP_lysc_T1_IT1s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20131217_10_qEx_TT_T90_Julie_JK414_IP_lysc_T1_IT1s.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20131217_10_qEx_TT_T90_Julie_JK414_IP_lysc_T1_IT1s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140722_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH8	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140722_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140722_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140722_06_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_II_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140723_14_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH8	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140723_14_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140723_14_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140723_14_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140723_15_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH11	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140723_15_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140723_15_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140723_15_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140729_04_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH5	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140729_04_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140729_04_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140729_04_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20131217_14_qEx_TT_T90_Julie_JK414_IP_gluc_T1_IT1s	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20131217_14_qEx_TT_T90_Julie_JK414_IP_gluc_T1_IT1s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20131217_14_qEx_TT_T90_Julie_JK414_IP_gluc_T1_IT1s.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20131217_14_qEx_TT_T90_Julie_JK414_IP_gluc_T1_IT1s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140420_14_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_II_gluC_T1_IT1s	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140420_14_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_II_gluC_T1_IT1s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140420_14_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_II_gluC_T1_IT1s.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140420_14_qEx_TT_T90_Julie_SIL_JK418_JK414_IP_II_gluC_T1_IT1s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140416_11_qEx_TT_T90_Julie_SIL_JK418_JK408_IP_II_lysC_T1_IT1s	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140416_11_qEx_TT_T90_Julie_SIL_JK418_JK408_IP_II_lysC_T1_IT1s	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140416_11_qEx_TT_T90_Julie_SIL_JK418_JK408_IP_II_lysC_T1_IT1s.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140416_11_qEx_TT_T90_Julie_SIL_JK418_JK408_IP_II_lysC_T1_IT1s.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140729_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH3	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140729_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140729_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140729_02_qEx_TT_T240_Julie_SIL_totprot_JK418_JK408_III_pH3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20150707_24_qEx_TT_T150_Julie_totprot_LF_JK354_I_trp	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20150707_24_qEx_TT_T150_Julie_totprot_LF_JK354_I_trp	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20150707_24_qEx_TT_T150_Julie_totprot_LF_JK354_I_trp.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20150707_24_qEx_TT_T150_Julie_totprot_LF_JK354_I_trp.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140723_11_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH4	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140723_11_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140723_11_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140723_11_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140723_12_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH5	schizosaccharomyces pombe	not available	not applicable	not available	antibody enrichment	1	20140723_12_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	30% NCE	beta-mercaptoethanol (bme)	chloroacetamide (claa)	1	1	20140723_12_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002972/20140723_12_qEx_TT_T240_Julie_SIL_totprot_JK418_JK414_III_pH5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
