source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD006154-Sample-11	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run1_10per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run1_10per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-12	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run2_10per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run2_10per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-13	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run1_5per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run1_5per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-14	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run2_5per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150427_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run2_5per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-15	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample7_run1_17per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample7_run1_17per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-16	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample7_run2_17per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample7_run2_17per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-17	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample7_run1_20per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample7_run1_20per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-18	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample7_run2_20per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample7_run2_20per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-19	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample7_run1_14per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample7_run1_14per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-20	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample7_run2_14per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150428_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample7_run2_14per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-21	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample6_run3_22per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample6_run3_22per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-22	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample6_run4_22per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_alpha_sample6_run4_22per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-23	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run3_25per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run3_25per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-24	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run4_25per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_10min_sample6_run4_25per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-25	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run3_18per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run3_18per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD006154-Sample-26	Saccharomyces cerevisiae	not available	haploid cell	not available	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run4_18per	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20150622_QEx6_RSLC4_Reiter_Ammerer_MFPL_onbead_ste5_cdc15ts_70min_sample6_run4_18per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
