source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[compound]	characteristics[compound]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[compound]	factor value[compound]
MEF-TF-untreated-f19-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	19	1	20101126_AMF_Tf_19.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f2-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	2	1	20101126_AMF_Tf_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f20-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_20	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	20	1	20101126_AMF_Tf_20.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f21-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_21	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	21	1	20101126_AMF_Tf_21.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f22-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_22	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	22	1	20101126_AMF_Tf_22.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f23-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_23	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	23	1	20101126_AMF_Tf_23.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f24-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_24	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	24	1	20101126_AMF_Tf_24.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f25-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_25	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	25	1	20101126_AMF_Tf_25.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f26-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_26	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	26	1	20101126_AMF_Tf_26.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f27-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	27	1	20101126_AMF_Tf_27.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f28-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_28	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	28	1	20101126_AMF_Tf_28.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f29-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_29	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	29	1	20101126_AMF_Tf_29.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f3-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	3	1	20101126_AMF_Tf_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f4-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	4	1	20101126_AMF_Tf_4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f5-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	5	1	20101126_AMF_Tf_5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f6-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	6	1	20101126_AMF_Tf_6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f61-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_61	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	61	1	20101126_AMF_Tf_61.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f62-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_62	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	62	1	20101126_AMF_Tf_62.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f63-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_63	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	63	1	20101126_AMF_Tf_63.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f64-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_64	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	64	1	20101126_AMF_Tf_64.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f65-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_65	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	65	1	20101126_AMF_Tf_65.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f66-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_66	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	66	1	20101126_AMF_Tf_66.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f67-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_67	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	67	1	20101126_AMF_Tf_67.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f68-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_68	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	68	1	20101126_AMF_Tf_68.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f69-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_69	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	69	1	20101126_AMF_Tf_69.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f7-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	7	1	20101126_AMF_Tf_7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f70-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_70	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	70	1	20101126_AMF_Tf_70.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f71-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_71	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	71	1	20101126_AMF_Tf_71.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f72-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_72	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	72	1	20101126_AMF_Tf_72.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f73-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_73	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	73	1	20101126_AMF_Tf_73.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f74-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_74	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	74	1	20101126_AMF_Tf_74.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f75-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_75	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	75	1	20101126_AMF_Tf_75.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f76-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_76	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	76	1	20101126_AMF_Tf_76.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f77-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_77	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	77	1	20101126_AMF_Tf_77.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f78-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_78	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	78	1	20101126_AMF_Tf_78.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f79-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_79	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	79	1	20101126_AMF_Tf_79.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f8-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	8	1	20101126_AMF_Tf_8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
MEF-TF-untreated-f80-20101126	Mus musculus	not available	embryonic fibroblast	normal	embryo	not available	not available	not available	transferrin	not applicable	cell	1	run 20101126_AMF_Tf_80	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=LTQ Velos;AC=MS:1000855	label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	0.4 Da	0.5 Da	80	1	20101126_AMF_Tf_80.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	transferrin	not applicable
