source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
FL0019969_reshoot	FL0019969_reshoot	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0019969_reshoot	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0019969_reshoot.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0019973	FL0019973	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0019973	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0019973.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0019979	FL0019979	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0019979	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0019979.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0019983	FL0019983	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0019983	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0019983.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0019989_reshoot	FL0019989_reshoot	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0019989_reshoot	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0019989_reshoot.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0019993	FL0019993	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0019993	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0019993.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0019999	FL0019999	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0019999	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0019999.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0020003	FL0020003	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0020003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0020003.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0020009	FL0020009	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0020009	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0020009.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
FL0020013_reshoot	FL0020013_reshoot	Mus musculus	feces	not applicable	Autoimmune disease of central nervous system	Stool_proteome_of_EAE_mice_prior_to_physical_symtoms_but_after_immunization	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	feces	Autoimmune disease of central nervous system	1	FL0020013_reshoot	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	not applicable	not available	1	1	FL0020013_reshoot.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
