source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[source project]
P_Keil_160719_030420_Fu_Lysate_L6_9	Saccharomyces cerevisiae	not available	1	P_Keil_160719_030420_Fu_Lysate_L6_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_030420_Fu_Lysate_L6_9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_10	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_11	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_12	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_13	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_14	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_14	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_15	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_15	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_16	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_17	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_17	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_18	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_18	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_19	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_19	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_20	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_20	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_4	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_5	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_5	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_6	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_6	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_7	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_7	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_8	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_8	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep1_L7_3_9	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep1_L7_3_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep1_L7_3_9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_10	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_11	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_12	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_13	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_14	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_14	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_15	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_15	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_16	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_17	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_17	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_4	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_4	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_6	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_6	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_7	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_7	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_8	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_8	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_211019_Goe_Rep2_L7_3_9	Saccharomyces cerevisiae	not available	1	P_Keil_160719_211019_Goe_Rep2_L7_3_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_211019_Goe_Rep2_L7_3_9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_10	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_11	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_12	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_13	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_16	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_17	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_17	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_7	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_7	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_8	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_8	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep1_L8_1_9	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep1_L8_1_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep1_L8_1_9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_10	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_11	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_12	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_13	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_16	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_17	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_17	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_7	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_7	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_8	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_8	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160719_241019_Goe_Rep2_L8_1_9	Saccharomyces cerevisiae	not available	1	P_Keil_160719_241019_Goe_Rep2_L8_1_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160719_241019_Goe_Rep2_L8_1_9	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_1	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_10	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_10	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_11	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_11	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_12	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_12	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_13	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_13	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_14	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_14	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_15	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_15	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
P_Keil_160720_100720_Goe_R1L5_2_16	Saccharomyces cerevisiae	not available	1	P_Keil_160720_100720_Goe_R1L5_2_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=Trypsin;AC=MS:1001251	1	1	P_Keil_160720_100720_Goe_R1L5_2_16	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	PXD034656
