source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[environmental medium]	characteristics[host organism]	characteristics[host subject id]	characteristics[host disease status]	characteristics[chemical administration]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[chemical administration]
Sample140	Sample140	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Olsalazine; 14.4 mM	normal	not available	2	Assay140	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Olsalazine; 14.4 mM
Sample141	Sample141	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Olsalazine; 14.4 mM	normal	not available	3	Assay141	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Olsalazine; 14.4 mM
Sample142	Sample142	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	none	normal	not available	1	Assay142	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	none
Sample143	Sample143	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	none	normal	not available	2	Assay143	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D11.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D11.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	none
Sample144	Sample144	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	none	normal	not available	3	Assay144	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2D12.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2D12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	none
Sample145	Sample145	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Lovastatin; 1.0 mM	normal	not available	1	Assay145	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Lovastatin; 1.0 mM
Sample146	Sample146	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Lovastatin; 1.0 mM	normal	not available	2	Assay146	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Lovastatin; 1.0 mM
Sample147	Sample147	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Lovastatin; 1.0 mM	normal	not available	3	Assay147	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Lovastatin; 1.0 mM
Sample148	Sample148	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Cyclophosphamide; 5.4 mM	normal	not available	1	Assay148	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Cyclophosphamide; 5.4 mM
Sample149	Sample149	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Cyclophosphamide; 5.4 mM	normal	not available	2	Assay149	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Cyclophosphamide; 5.4 mM
Sample150	Sample150	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Cyclophosphamide; 5.4 mM	normal	not available	3	Assay150	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Cyclophosphamide; 5.4 mM
Sample151	Sample151	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ibuprofen; 29.1 mM	normal	not available	1	Assay151	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ibuprofen; 29.1 mM
Sample152	Sample152	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ibuprofen; 29.1 mM	normal	not available	2	Assay152	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ibuprofen; 29.1 mM
Sample153	Sample153	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ibuprofen; 29.1 mM	normal	not available	3	Assay153	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ibuprofen; 29.1 mM
Sample154	Sample154	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	DMSO-5; 5 µl DMSO	normal	not available	1	Assay154	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2E10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2E10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	DMSO-5; 5 µl DMSO
Sample155	Sample155	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Simvastatin; 478 µM	normal	not available	1	Assay155	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Simvastatin; 478 µM
Sample156	Sample156	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Simvastatin; 478 µM	normal	not available	2	Assay156	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Simvastatin; 478 µM
Sample157	Sample157	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Simvastatin; 478 µM	normal	not available	3	Assay157	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Simvastatin; 478 µM
Sample158	Sample158	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ezetimibe; 122 µM	normal	not available	1	Assay158	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ezetimibe; 122 µM
Sample159	Sample159	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ezetimibe; 122 µM	normal	not available	2	Assay159	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F5.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ezetimibe; 122 µM
Sample160	Sample160	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Ezetimibe; 122 µM	normal	not available	3	Assay160	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Ezetimibe; 122 µM
Sample161	Sample161	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Levodopa; 25.4 mM	normal	not available	1	Assay161	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F7.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F7.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Levodopa; 25.4 mM
Sample162	Sample162	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Levodopa; 25.4 mM	normal	not available	2	Assay162	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F8.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Levodopa; 25.4 mM
Sample163	Sample163	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Levodopa; 25.4 mM	normal	not available	3	Assay163	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F9.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Levodopa; 25.4 mM
Sample164	Sample164	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	none	normal	not available	4	Assay164	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2F10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	none
Sample165	Sample165	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Pravastatin; 896 µM	normal	not available	1	Assay165	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Pravastatin; 896 µM
Sample166	Sample166	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Pravastatin; 896 µM	normal	not available	2	Assay166	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Pravastatin; 896 µM
Sample167	Sample167	human gut metagenome	feces	feces	Homo sapiens	V1	healthy	Pravastatin; 896 µM	normal	not available	3	Assay167	proteomic profiling by mass spectrometry	1	Leyuan_20170610_CpdPreTest_P2G3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD012725/Leyuan_20170610_CpdPreTest_P2G3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	Pravastatin; 896 µM
