source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
1183_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	3	m14931_hTg_Lumb_07-TMT129N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	7	1	m14931_hTg_Lumb_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1179_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	1	m14931_hTg_Lumb_07-TMT129C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	7	1	m14931_hTg_Lumb_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1180_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	2	m14931_hTg_Lumb_07-TMT130N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT130N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	7	1	m14931_hTg_Lumb_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1181_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	3	m14931_hTg_Lumb_07-TMT130C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT130C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	7	1	m14931_hTg_Lumb_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1194_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	UBQLN2 WT transgenic	1	m14932_hTg_Lumb_08-TMT126	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT126	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1197_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	UBQLN2 WT transgenic	2	m14932_hTg_Lumb_08-TMT127N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT127N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1191_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	female	not available	UBQLN2 WT transgenic	3	m14932_hTg_Lumb_08-TMT127C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT127C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1178_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	1	m14932_hTg_Lumb_08-TMT128N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT128N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1182_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	2	m14932_hTg_Lumb_08-TMT128C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT128C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1183_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	3	m14932_hTg_Lumb_08-TMT129N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1179_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	1	m14932_hTg_Lumb_08-TMT129C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1180_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	2	m14932_hTg_Lumb_08-TMT130N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT130N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1181_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	3	m14932_hTg_Lumb_08-TMT130C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT130C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	8	1	m14932_hTg_Lumb_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1194_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	UBQLN2 WT transgenic	1	m14933_hTg_Lumb_09-TMT126	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT126	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1197_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	UBQLN2 WT transgenic	2	m14933_hTg_Lumb_09-TMT127N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT127N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1191_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	female	not available	UBQLN2 WT transgenic	3	m14933_hTg_Lumb_09-TMT127C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT127C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1178_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	1	m14933_hTg_Lumb_09-TMT128N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT128N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1182_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	2	m14933_hTg_Lumb_09-TMT128C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT128C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1183_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	3	m14933_hTg_Lumb_09-TMT129N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1179_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	1	m14933_hTg_Lumb_09-TMT129C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1180_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	2	m14933_hTg_Lumb_09-TMT130N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT130N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1181_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	3	m14933_hTg_Lumb_09-TMT130C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT130C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	9	1	m14933_hTg_Lumb_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
1194_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	UBQLN2 WT transgenic	1	m14934_hTg_Lumb_10-TMT126	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT126	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	10	1	m14934_hTg_Lumb_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1197_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	UBQLN2 WT transgenic	2	m14934_hTg_Lumb_10-TMT127N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT127N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	10	1	m14934_hTg_Lumb_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1191_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	female	not available	UBQLN2 WT transgenic	3	m14934_hTg_Lumb_10-TMT127C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT127C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	10	1	m14934_hTg_Lumb_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 WT transgenic
1178_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	1	m14934_hTg_Lumb_10-TMT128N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT128N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	10	1	m14934_hTg_Lumb_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1182_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	2	m14934_hTg_Lumb_10-TMT128C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT128C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	10	1	m14934_hTg_Lumb_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1183_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	amyotrophic lateral sclerosis	adult	male	not available	UBQLN2 P497S transgenic	3	m14934_hTg_Lumb_10-TMT129N	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129N	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	10	1	m14934_hTg_Lumb_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	UBQLN2 P497S transgenic
1179_lumb	Mus musculus	lumbar spinal cord	not applicable	tissue	study sample	normal	adult	male	not available	wild type	1	m14934_hTg_Lumb_10-TMT129C	proteomic profiling by mass spectrometry	NT=Orbitrap Fusion;AC=MS:1002416	TMT129C	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Peptide N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	20 ppm	1.0 Da	10	1	m14934_hTg_Lumb_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
