source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[sample preparation]
PXD014618-TD-3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_05	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	5	3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_09	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	9	3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_09.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_10	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	10	3506_AS_7144B-2-TD_RedAlkC18_Acclaim50_10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7463-TD_RedAlkC18_HSST3_02	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7463-TD_RedAlkC18_HSST3_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	2	3506_AS_7463-TD_RedAlkC18_HSST3_02.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7463_RedAlkC18_Acclaim50_08	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7463_RedAlkC18_Acclaim50_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	8	3506_AS_7463_RedAlkC18_Acclaim50_08.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7463_RedAlkC18_Acclaim50_15	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7463_RedAlkC18_Acclaim50_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	15	3506_AS_7463_RedAlkC18_Acclaim50_15.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7463_RedAlkC18_Acclaim50_16	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7463_RedAlkC18_Acclaim50_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	16	3506_AS_7463_RedAlkC18_Acclaim50_16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7583_RedAlkC18_Acclaim50_06	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7583_RedAlkC18_Acclaim50_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	6	3506_AS_7583_RedAlkC18_Acclaim50_06.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7583_RedAlkC18_Acclaim50_11	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7583_RedAlkC18_Acclaim50_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	11	3506_AS_7583_RedAlkC18_Acclaim50_11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7583_RedAlkC18_Acclaim50_12	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7583_RedAlkC18_Acclaim50_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	12	3506_AS_7583_RedAlkC18_Acclaim50_12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7738_RedAlkC18_Acclaim50_07	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7738_RedAlkC18_Acclaim50_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	7	3506_AS_7738_RedAlkC18_Acclaim50_07.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7738_RedAlkC18_Acclaim50_13	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7738_RedAlkC18_Acclaim50_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	13	3506_AS_7738_RedAlkC18_Acclaim50_13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
PXD014618-TD-3506_AS_7738_RedAlkC18_Acclaim50_14	Homo sapiens	semen	sperm	normal	adult	not available	male	not available	batch-3506	cell	3	run 3506_AS_7738_RedAlkC18_Acclaim50_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion Lumos;AC=MS:1002732	label free sample	not applicable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=electron transfer dissociation;AC=MS:1000598	10 ppm	10 ppm	1	14	3506_AS_7738_RedAlkC18_Acclaim50_14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	top-down intact protamines
