source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_2	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP9	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_7	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	7	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_11	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	11	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP11	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_5	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	5	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP10	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_6	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	6	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP8	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_3	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_8	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4-6_Pool	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4-6_Pool	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4-6_Pool.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4-6_Pool.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP1	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_10	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	10	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_1	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_TiO2_Rep2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP3	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1-3_Pool	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1-3_Pool	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1-3_Pool.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_1-3_Pool.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/Renfeng_BGLF4_SILAC_K8R10_48Hr_pST_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP12	homo sapiens	root	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	20 ppm	35% NCE	sds page	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/12/PXD002411/EBV-BGLF4_48Hr_2SILAC_Nuclear_TotalProteome_Rep1_bRP12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	root
