source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
E-coli_Act-NEG-T20_9	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T20_SXC-frac01.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_1	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac08.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	8	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_2	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac01.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_3	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac03.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	3	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_4	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac05.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	5	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_5	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac02.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	2	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_6	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac06.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	6	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_7	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac07.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	7	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_8	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac06-HCD.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	6	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_9	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac09.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	9	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_10	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac10.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	10	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-NEG-T40_11	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110812_E-coli_Act-NEG-T40_SXC-frac04.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	4	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_1	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac004.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	4	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_2	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac005.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	5	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_3	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac006.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	6	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_4	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac002.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	2	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_5	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac003.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	3	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_6	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac008.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	8	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_7	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac010.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	10	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
E-coli_Act-T0_8	Escherichia coli	cell	not available	1	not available	Proteome-wide analysis of amino terminal status	proteomic profiling by mass spectrometry	1	20110909_E-coli_Act-T0_SXC-frac011.raw	v1.1.0	Data-dependent acquisition	NT=LTQ Orbitrap;AC=MS:1000449	NT=Trypsin;AC=MS:1001251	label free sample	11	not available	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;PP=Any N-term;TA=Q;MT=Variable	NT=ms-proteomics;VV=v1.1.0
