source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[developmental stage]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[developmental stage]
sj_liver_egg_lane1	Schistosoma japonicum	egg	schistosomiasis	1	spectral library	20161202_5600_MH_Carolina-IDA-SjC_1-8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	8	20161202_5600_MH_Carolina-IDA-SjC_1-8.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane1	Schistosoma japonicum	egg	schistosomiasis	1	spectral library	20161202_5600_MH_Carolina-IDA-SjC_1-9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	9	20161202_5600_MH_Carolina-IDA-SjC_1-9.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-IDA-SjC_2-1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	10	20161202_5600_MH_Carolina-IDA-SjC_2-10.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	11	20161202_5600_MH_Carolina-IDA-SjC_2-11.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	12	20161202_5600_MH_Carolina-IDA-SjC_2-12.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	2	20161202_5600_MH_Carolina-IDA-SjC_2-2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	3	20161202_5600_MH_Carolina-IDA-SjC_2-3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	4	20161202_5600_MH_Carolina-IDA-SjC_2-4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	5	20161202_5600_MH_Carolina-IDA-SjC_2-5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	6	20161202_5600_MH_Carolina-IDA-SjC_2-6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	7	20161202_5600_MH_Carolina-IDA-SjC_2-7.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	8	20161202_5600_MH_Carolina-IDA-SjC_2-8.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane2	Schistosoma japonicum	egg	schistosomiasis	2	spectral library	20161202_5600_MH_Carolina-IDA-SjC_2-9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	9	20161202_5600_MH_Carolina-IDA-SjC_2-9.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-IDA-SjC_3-1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	10	20161202_5600_MH_Carolina-IDA-SjC_3-10.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	11	20161202_5600_MH_Carolina-IDA-SjC_3-11.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	12	20161202_5600_MH_Carolina-IDA-SjC_3-12.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	2	20161202_5600_MH_Carolina-IDA-SjC_3-2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	3	20161202_5600_MH_Carolina-IDA-SjC_3-3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	4	20161202_5600_MH_Carolina-IDA-SjC_3-4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	5	20161202_5600_MH_Carolina-IDA-SjC_3-5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-6	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	6	20161202_5600_MH_Carolina-IDA-SjC_3-6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-7	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	7	20161202_5600_MH_Carolina-IDA-SjC_3-7.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-8	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	8	20161202_5600_MH_Carolina-IDA-SjC_3-8.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_liver_egg_lane3	Schistosoma japonicum	egg	schistosomiasis	3	spectral library	20161202_5600_MH_Carolina-IDA-SjC_3-9	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	9	20161202_5600_MH_Carolina-IDA-SjC_3-9.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	spectral library
sj_immature_rep1	Schistosoma japonicum	egg	schistosomiasis	1	immature	20161202_5600_MH_Carolina-SWATH-Immat_SjC_Replicate1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-SWATH-Immat_SjC_Replicate1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	immature
sj_immature_rep2	Schistosoma japonicum	egg	schistosomiasis	2	immature	20161202_5600_MH_Carolina-SWATH-Immat_SjC_Replicate2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-SWATH-Immat_SjC_Replicate2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	immature
sj_immature_rep3	Schistosoma japonicum	egg	schistosomiasis	3	immature	20161202_5600_MH_Carolina-SWATH-Immat_SjC_Replicate3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-SWATH-Immat_SjC_Replicate3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	immature
sj_mature_rep1	Schistosoma japonicum	egg	schistosomiasis	1	mature	20161202_5600_MH_Carolina-SWATH-mat_SjC_Replicate1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-SWATH-mat_SjC_Replicate1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	mature
sj_mature_rep2	Schistosoma japonicum	egg	schistosomiasis	2	mature	20161202_5600_MH_Carolina-SWATH-mat_SjC_Replicate2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-SWATH-mat_SjC_Replicate2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	mature
sj_mature_rep3	Schistosoma japonicum	egg	schistosomiasis	3	mature	20161202_5600_MH_Carolina-SWATH-mat_SjC_Replicate3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Trypsin;AC=MS:1001251	1	1	20161202_5600_MH_Carolina-SWATH-mat_SjC_Replicate3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	mature
