source name	characteristics[organism]	characteristics[strain or breed]	characteristics[organism part]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD024525-Sample-103	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-104	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-105	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-106	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-107	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-108	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-109	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-110	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_14_Left_Ventricle_Fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-111	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-112	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-113	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-114	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-115	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-116	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-117	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-118	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-119	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-120	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_15_Left_Ventricle_Fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-121	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-122	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-123	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-124	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-125	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-126	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-127	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-128	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-129	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-130	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_16_Left_Ventricle_Fraction_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-131	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-132	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-133	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-134	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-135	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_05_151211142415	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_05_151211142415.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD024525-Sample-136	Mus musculus	C57BL/6	heart	not available	not available	male	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	20151130_QE7_UPLC11_NL_Heart_Failure_Mouse_Heart_17_Left_Ventricle_Fraction_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
