source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]
PXD010957-Sample-386	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 387	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4842_05b.raw	F4842_05b.raw
PXD010957-Sample-387	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 388	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4739_04.raw	F4739_04.raw
PXD010957-Sample-388	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 389	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4880_06.raw	F4880_06.raw
PXD010957-Sample-389	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 390	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4879_03.raw	F4879_03.raw
PXD010957-Sample-390	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 391	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4867_03.raw	F4867_03.raw
PXD010957-Sample-391	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 392	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4842_02b.raw	F4842_02b.raw
PXD010957-Sample-392	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 393	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4789_02b.raw	F4789_02b.raw
PXD010957-Sample-393	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 394	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4832_03.raw	F4832_03.raw
PXD010957-Sample-394	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 395	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4750_06.raw	F4750_06.raw
PXD010957-Sample-395	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 396	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	E5040_05.raw	E5040_05.raw
PXD010957-Sample-396	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 397	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4800_01.raw	F4800_01.raw
PXD010957-Sample-397	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 398	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4780_02.raw	F4780_02.raw
PXD010957-Sample-398	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 399	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4719_05.raw	F4719_05.raw
PXD010957-Sample-399	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 400	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4763_01.raw	F4763_01.raw
PXD010957-Sample-400	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 401	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4755_05.raw	F4755_05.raw
PXD010957-Sample-401	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 402	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4704_03.raw	F4704_03.raw
PXD010957-Sample-402	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 403	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4783_04.raw	F4783_04.raw
PXD010957-Sample-403	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 404	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4818_04.raw	F4818_04.raw
PXD010957-Sample-404	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 405	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4863_05.raw	F4863_05.raw
PXD010957-Sample-405	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 406	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4702_06.raw	F4702_06.raw
PXD010957-Sample-406	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 407	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4831_05.raw	F4831_05.raw
PXD010957-Sample-407	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 408	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4729_04.raw	F4729_04.raw
PXD010957-Sample-408	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 409	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4889_06b.raw	F4889_06b.raw
PXD010957-Sample-409	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 410	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4802_02.raw	F4802_02.raw
PXD010957-Sample-410	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 411	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4705_06.raw	F4705_06.raw
PXD010957-Sample-411	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 412	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4885_05.raw	F4885_05.raw
PXD010957-Sample-412	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 413	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4700_05.raw	F4700_05.raw
PXD010957-Sample-413	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 414	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4782_01.raw	F4782_01.raw
PXD010957-Sample-414	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 415	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4799_02.raw	F4799_02.raw
PXD010957-Sample-415	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 416	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4784_04.raw	F4784_04.raw
PXD010957-Sample-416	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 417	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4766_02.raw	F4766_02.raw
PXD010957-Sample-417	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 418	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4833_06.raw	F4833_06.raw
PXD010957-Sample-418	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 419	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4819_01.raw	F4819_01.raw
PXD010957-Sample-419	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 420	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4764_01.raw	F4764_01.raw
PXD010957-Sample-420	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 421	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4835_03.raw	F4835_03.raw
PXD010957-Sample-421	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 422	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4801_04.raw	F4801_04.raw
PXD010957-Sample-422	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 423	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4805_02.raw	F4805_02.raw
PXD010957-Sample-423	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 424	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4886_03.raw	F4886_03.raw
PXD010957-Sample-424	Mus musculus	Muscle	Huntington disease	not available	not available	not available	1	tissue	not available	not available	run 425	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;MT=Variable;PP=Any N-term;AC=UNIMOD:1	F4860_03.raw	F4860_03.raw
