source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	factor value[organism part]
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_06_Hels_WM_1_5	proteomic profiling by mass spectrometry	1	20140912_JG_06_Hels_WM_1_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_07_Hels_WM_1_6	proteomic profiling by mass spectrometry	1	20140912_JG_07_Hels_WM_1_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_08_Hels_WM_1_7	proteomic profiling by mass spectrometry	1	20140912_JG_08_Hels_WM_1_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_1	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_09_Hels_WM_1_8	proteomic profiling by mass spectrometry	1	20140912_JG_09_Hels_WM_1_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_11_Hels_WM_2_1	proteomic profiling by mass spectrometry	1	20140912_JG_11_Hels_WM_2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_12_Hels_WM_2_2	proteomic profiling by mass spectrometry	1	20140912_JG_12_Hels_WM_2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_13_Hels_WM_2_3	proteomic profiling by mass spectrometry	1	20140912_JG_13_Hels_WM_2_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_14_Hels_WM_2_4	proteomic profiling by mass spectrometry	1	20140912_JG_14_Hels_WM_2_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_15_Hels_WM_2_5	proteomic profiling by mass spectrometry	1	20140912_JG_15_Hels_WM_2_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_16_Hels_WM_2_6	proteomic profiling by mass spectrometry	1	20140912_JG_16_Hels_WM_2_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_17_Hels_WM_2_7	proteomic profiling by mass spectrometry	1	20140912_JG_17_Hels_WM_2_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_2	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_17_Hels_WM_2_8	proteomic profiling by mass spectrometry	1	20140912_JG_17_Hels_WM_2_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_19_Hels_WM_3_1	proteomic profiling by mass spectrometry	1	20140912_JG_19_Hels_WM_3_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_20_Hels_WM_3_2	proteomic profiling by mass spectrometry	1	20140912_JG_20_Hels_WM_3_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_21_Hels_WM_3_3	proteomic profiling by mass spectrometry	1	20140912_JG_21_Hels_WM_3_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_22_Hels_WM_3_4	proteomic profiling by mass spectrometry	1	20140912_JG_22_Hels_WM_3_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_23_Hels_WM_3_5	proteomic profiling by mass spectrometry	1	20140912_JG_23_Hels_WM_3_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_24_Hels_WM_3_6	proteomic profiling by mass spectrometry	1	20140912_JG_24_Hels_WM_3_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_25_Hels_WM_3_7	proteomic profiling by mass spectrometry	1	20140912_JG_25_Hels_WM_3_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_3	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_26_Hels_WM_3_8	proteomic profiling by mass spectrometry	1	20140912_JG_26_Hels_WM_3_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_28_Hels_WM_4_1	proteomic profiling by mass spectrometry	1	20140912_JG_28_Hels_WM_4_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_29_Hels_WM_4_2	proteomic profiling by mass spectrometry	1	20140912_JG_29_Hels_WM_4_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_30_Hels_WM_4_3	proteomic profiling by mass spectrometry	1	20140912_JG_30_Hels_WM_4_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_31_Hels_WM_4_4	proteomic profiling by mass spectrometry	1	20140912_JG_31_Hels_WM_4_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_32_Hels_WM_4_5	proteomic profiling by mass spectrometry	1	20140912_JG_32_Hels_WM_4_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_33_Hels_WM_4_6	proteomic profiling by mass spectrometry	1	20140912_JG_33_Hels_WM_4_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_34_Hels_WM_4_7	proteomic profiling by mass spectrometry	1	20140912_JG_34_Hels_WM_4_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_4	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140912_JG_35_Hels_WM_4_8	proteomic profiling by mass spectrometry	1	20140912_JG_35_Hels_WM_4_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_02_Hels_WM_5_1	proteomic profiling by mass spectrometry	1	20140915_JG_02_Hels_WM_5_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_03_Hels_WM_5_2	proteomic profiling by mass spectrometry	1	20140915_JG_03_Hels_WM_5_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_04_Hels_WM_5_3	proteomic profiling by mass spectrometry	1	20140915_JG_04_Hels_WM_5_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_05_Hels_WM_5_4	proteomic profiling by mass spectrometry	1	20140915_JG_05_Hels_WM_5_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_06_Hels_WM_5_5	proteomic profiling by mass spectrometry	1	20140915_JG_06_Hels_WM_5_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_07_Hels_WM_5_6	proteomic profiling by mass spectrometry	1	20140915_JG_07_Hels_WM_5_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	6	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_08_Hels_WM_5_7	proteomic profiling by mass spectrometry	1	20140915_JG_08_Hels_WM_5_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	7	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
Hels_WM_5	Homo sapiens	white matter	1	not pooled	disease free	tissue	not available	not available	not available	20140915_JG_09_Hels_WM_5_8	proteomic profiling by mass spectrometry	1	20140915_JG_09_Hels_WM_5_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	8	NT=beam-type collision-induced dissociation;AC=MS:1000422	15 ppm	0.05 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	white matter
